family	paralog_name	paralog_type	classification	mean_TPM	median_TPM	max_TPM	tissues_detected	samples_detected	pct_samples	pearson_r_vs_parent	pearson_pvalue	tissue_specificity
Itm2b	Itm2b-l1	l	parent correlated	2752.6068	2564.4336	5719.8887	6	29	100.0000	0.9152	0.0105	0.0464
Jpt1	Jpt1-dl1	dl	parent correlated	460.0105	330.1665	1091.7286	6	29	100.0000	0.9407	0.0052	0.0906
Jpt2	Jpt2-dl1	dl	supported	390.3054	455.1562	694.7058	6	29	100.0000	0.4796	0.3357	0.0632
Jpt2	Jpt2-dl2	dl	supported	142.8259	134.5021	297.0896	6	29	100.0000	0.5338	0.2753	0.0611
Jrk	Jrk-l1	l	parent correlated	17.0103	15.3286	27.3654	6	29	100.0000	0.8229	0.0442	0.0189
Kansl2	Kansl2-l1	l	parent correlated	90.2985	82.7525	161.6800	6	29	100.0000	0.8445	0.0344	0.0234
Katnbl1	Katnbl1-dl1	dl	parent correlated	169.8981	156.2011	449.5249	6	29	100.0000	0.9384	0.0056	0.0603
Kcmf1	Kcmf1-l1	l	supported	156.7344	149.0692	252.9367	6	29	100.0000	0.3903	0.4443	0.0150
Kdm4d	Kdm4d-l1	l	parent correlated	4.3350	2.0465	22.3557	6	24	82.7586	0.8223	0.0445	0.3342
Khdc1	Khdc1-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Kif4a	Kif4a-l1	l	low expression	0.3301	0.0000	7.9687	3	3	10.3448	-0.5435	0.2651	0.7356
Kifbp	Kifbp-dl1	dl	supported	38.3352	19.3079	152.4913	6	29	100.0000	0.7234	0.1042	0.3048
Kifbp	Kifbp-dl2	dl	supported	16.0961	9.6743	62.2220	6	29	100.0000	0.7944	0.0591	0.3301
Kifbp	Kifbp-dl3	dl	low expression	0.8154	0.0000	5.9617	4	11	37.9310	0.9355	0.0061	0.6871
Kifbp	Kifbp-dl4	dl	supported	7.5535	4.3810	34.6025	6	24	82.7586	0.7101	0.1138	0.3518
Kifbp	Kifbp-dl5	dl	supported	170.6537	87.1124	823.3208	6	29	100.0000	0.7717	0.0723	0.3071
Kin	Kin-l1	l	parent correlated	185.2937	158.3330	319.6668	6	29	100.0000	0.8238	0.0439	0.0257
Klf17	Klf17-dl1	dl	low expression	0.3897	0.0000	4.4266	4	4	13.7931	0.7626	0.0779	0.3061
Klf17	Klf17-dl2	dl	low expression	0.5737	0.0000	6.1595	5	10	34.4828	0.5442	0.2643	0.3356
Klf5	Klf5-dl1	dl	parent correlated	10.4067	3.0697	59.4192	6	19	65.5172	0.9874	0.0002	0.3682
Klk4	Klk4-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Klk4	Klk4-dl2	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Klk4	Klk4-l1	l	low expression	0.2776	0.0000	3.9868	6	10	34.4828	-0.1330	0.8017	0.5447
Klk4	Klk4-l2	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Klk4	Klk4-l3	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Klk4	Klk4-l4	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Klk4	Klk4-l5	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Klk4	Klk4-l6	l	low expression	1.2095	0.0000	9.5991	2	8	27.5862	-0.3156	0.5424	0.6236
Knop1	Knop1-l1	l	supported	15.6017	12.2461	45.3447	6	26	89.6552	0.6833	0.1346	0.1299
Kpna2	Kpna2-dl1	dl	parent correlated	5.1739	3.3467	20.7112	6	25	86.2069	0.9362	0.0060	0.1287
Kpna2	Kpna2-dl2	dl	parent correlated	20.7831	13.9661	68.9954	6	27	93.1034	0.8505	0.0318	0.1231
Kpna2	Kpna2-dl3	dl	parent correlated	22.1876	18.5026	92.1601	6	27	93.1034	0.9342	0.0064	0.0347
Kpna2	Kpna2-dl4	dl	parent correlated	2.8967	1.9390	16.5525	6	21	72.4138	0.8933	0.0165	0.1174
Kpna2	Kpna2-dl5	dl	parent correlated	17.4716	12.9512	62.6345	6	27	93.1034	0.8399	0.0364	0.0748
Kpna2	Kpna2-dl6	dl	supported	52.4772	40.9353	162.7571	6	29	100.0000	0.7078	0.1156	0.0572
Kpna2	Kpna2-l1	l	supported	14.1447	11.9337	55.0685	6	29	100.0000	0.6534	0.1594	0.0756
Krcc1	Krcc1-l1	l	supported	25.0764	24.4428	37.9376	6	29	100.0000	0.3941	0.4395	0.0064
Krr1	Krr1-dl1	dl	parent correlated	86.0566	77.2677	183.0900	6	29	100.0000	0.9164	0.0102	0.0461
Krr1	Krr1-dl2	dl	parent correlated	22.3274	22.5961	49.0700	6	29	100.0000	0.8349	0.0387	0.0264
Krr1	Krr1-dl3	dl	supported	17.4940	16.1402	34.5441	6	28	96.5517	0.4176	0.4100	0.0437
Krt18	Krt18-dl1	dl	parent correlated	27.8438	6.9482	89.6691	6	23	79.3103	0.9567	0.0028	0.3142
Krt18	Krt18-dl2	dl	parent correlated	35.9179	7.1153	168.3019	6	24	82.7586	0.9982	0.0000	0.3215
Krt18	Krt18-dl3	dl	parent correlated	101.0074	34.8112	394.7052	6	26	89.6552	0.9989	0.0000	0.3168
Krt18	Krt18-dl4	dl	parent correlated	365.9813	138.5852	1372.3381	6	27	93.1034	0.9960	0.0000	0.3152
Krt6a	Krt6a-l1	l	low expression	50.3912	0.0000	671.8612	4	11	37.9310	0.9940	0.0001	0.9924
Krt8	Krt8-dl1	dl	parent correlated	47.7128	35.5621	133.8216	6	24	82.7586	0.9563	0.0028	0.2935
Krt8	Krt8-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
L3mbtl3	L3mbtl3-l1	l	supported	60.9423	23.7989	259.0480	6	29	100.0000	0.2430	0.6427	0.2697
Lage3	Lage3-dl1	dl	low expression	0.4645	0.0000	5.4893	4	5	17.2414	0.3590	0.4846	0.4670
Lage3	Lage3-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Lair1	Lair1-l1	l	parent correlated	1.9489	1.0372	7.0053	6	29	100.0000	0.9401	0.0053	0.2310
Lamtor1	Lamtor1-dl1	dl	parent correlated	143.7785	153.2965	215.8656	6	29	100.0000	0.9892	0.0002	0.0266
Lamtor2	Lamtor2-dl1	dl	supported	723.9075	649.9888	1166.9231	6	29	100.0000	0.6552	0.1578	0.0113
Lamtor4	Lamtor4-l1	l	supported	79.8955	74.6009	137.6855	6	29	100.0000	0.6444	0.1672	0.0122
Lamtor5	Lamtor5-l1	l	parent correlated	752.4895	739.4647	1407.6974	6	29	100.0000	0.9890	0.0002	0.0418
Lap3	Lap3-l1	l	parent correlated	1499.5128	1302.6712	6777.3337	6	29	100.0000	0.8908	0.0172	0.0509
Larp1b	Larp1b-l1	l	parent correlated	6.1698	5.1391	19.9769	6	29	100.0000	0.9526	0.0033	0.0905
Larp7	Larp7-dl1	dl	parent correlated	144.9777	154.1648	246.7035	6	28	96.5517	0.9832	0.0004	0.0299
Larp7	Larp7-dl2	dl	parent correlated	94.0651	106.2554	144.2654	6	29	100.0000	0.8915	0.0170	0.0267
Larp7	Larp7-dl3	dl	supported	23.9981	22.8863	67.2634	6	28	96.5517	0.5160	0.2947	0.0482
Larp7	Larp7-dl4	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Larp7	Larp7-dl5	dl	parent correlated	40.8535	38.5423	76.8908	6	29	100.0000	0.9682	0.0015	0.0197
Lbp	Lbp-l1	l	supported	1.2524	0.8401	5.6927	6	27	93.1034	0.0411	0.9384	0.2403
Lcn2	Lcn2-dl1	dl	low expression	0.0750	0.0000	1.5486	2	2	6.8966	0.4526	0.3675	0.6437
Lcn2	Lcn2-dl2	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Lcn2	Lcn2-dl3	dl	low expression	0.0127	0.0000	0.3680	1	1	3.4483	0.6608	0.1531	1.0000
Lcn2	Lcn2-l1	l	low expression	0.1614	0.0000	3.0745	3	4	13.7931	-0.4421	0.3800	0.5746
Lcn2	Lcn2-l10	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Lcn2	Lcn2-l2	l	low expression	0.3848	0.0000	3.8418	5	9	31.0345	0.8840	0.0194	0.3774
Lcn2	Lcn2-l3	l	low expression	0.0156	0.0000	0.4534	1	1	3.4483	0.4978	0.3149	1.0000
Lcn2	Lcn2-l4	l	low expression	0.0739	0.0000	1.3208	3	3	10.3448	0.1405	0.7907	0.5212
Lcn2	Lcn2-l5	l	low expression	0.0184	0.0000	0.5335	1	1	3.4483	-0.1007	0.8494	1.0000
Lcn2	Lcn2-l6	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Lcn2	Lcn2-l7	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Lcn2	Lcn2-l8	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Lcn2	Lcn2-l9	l	low expression	0.0423	0.0180	0.2613	6	17	58.6207	-0.1957	0.7102	0.1137
Ldha	Ldha-l1	l	parent correlated	11.6557	10.0115	29.1300	6	28	96.5517	0.9739	0.0010	0.0735
Lgals9	Lgals9-l1	l	low expression	0.6412	0.3785	3.6698	6	23	79.3103	0.3946	0.4388	0.2022
Lgals9	Lgals9-l2	l	low expression	4.2393	0.2577	26.7682	5	18	62.0690	0.8069	0.0523	0.8160
Lgals9b	Lgals9b-l1	l	low expression	0.2020	0.0968	1.5616	6	18	62.0690	0.0225	0.9663	0.1440
Lilra5	Lilra5-l1	l	low expression	0.4364	0.0000	2.9954	6	12	41.3793	0.0011	0.9983	0.2782
Lilra5	Lilra5-l2	l	supported	19.9985	9.3572	105.5553	6	27	93.1034	0.1242	0.8146	0.2342
Lilra6	Lilra6-l1	l	supported	6.4074	1.1318	48.6149	6	19	65.5172	0.7717	0.0722	0.5855
Lilra6	Lilra6-l2	l	parent correlated	8.8393	2.0037	55.6705	6	27	93.1034	0.8555	0.0298	0.5701
Lin28a	Lin28a-dl1	dl	low expression	2.7694	0.0000	36.8674	3	5	17.2414	0.5091	0.3024	0.6782
Lin28a	Lin28a-l1	l	low expression	1.5715	0.0000	22.0281	4	5	17.2414	0.2599	0.6189	0.3622
Llcfc1	Llcfc1-l1	l	low expression	0.9522	0.0000	13.1581	3	7	24.1379	0.0399	0.9402	0.6653
Loxhd1	Loxhd1-l1	l	supported	3.6985	3.4793	13.6942	6	25	86.2069	0.6795	0.1376	0.3689
Lrpap1	Lrpap1-dl1	dl	parent correlated	1543.3828	1137.9592	3740.6453	6	29	100.0000	0.9641	0.0019	0.0669
Lsm3	Lsm3-dl1	dl	supported	823.5875	859.4377	1267.2028	6	29	100.0000	-0.0095	0.9857	0.0166
Lsm3	Lsm3-dl2	dl	supported	6.9591	5.7413	36.3138	6	28	96.5517	0.0594	0.9110	0.1142
Lsm3	Lsm3-dl3	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Lsm3	Lsm3-dl4	dl	supported	32.9353	25.2751	120.1301	6	27	93.1034	0.5236	0.2863	0.1053
Lsm4	Lsm4-dl1	dl	parent correlated	88.0207	78.1191	164.3312	6	29	100.0000	0.9244	0.0084	0.0307
Lsm5	Lsm5-l1	l	supported	217.8121	228.0256	349.9056	6	29	100.0000	0.5261	0.2837	0.0124
Lsm8	Lsm8-dl1	dl	parent correlated	294.3807	288.3529	415.1339	6	29	100.0000	0.9618	0.0022	0.0071
Ly6e	Ly6e-l1	l	supported	757.4405	249.3003	2297.0510	6	29	100.0000	-0.0074	0.9889	0.2904
Lyrm2	Lyrm2-dl1	dl	supported	10.7639	11.1013	19.8488	6	26	89.6552	0.3729	0.4666	0.0406
Lyrm2	Lyrm2-dl2	dl	low expression	0.4972	0.0000	7.8134	2	2	6.8966	0.4356	0.3879	0.6134
Lyrm2	Lyrm2-l1	l	supported	62.2734	59.9124	140.7957	6	28	96.5517	0.4463	0.3750	0.0239
Lyz	Lyz-l1	l	low expression	8.6721	0.0000	101.8369	3	11	37.9310	-0.4487	0.3722	0.9651
Lyz	Lyz-l2	l	supported	178.9693	50.6945	928.1988	6	29	100.0000	-0.5096	0.3017	0.5026
Mad2l2	Mad2l2-l1	l	supported	147.3835	139.2609	283.7301	6	29	100.0000	0.4827	0.3321	0.0261
Magea10	Magea10-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea10	Magea10-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea10	Magea10-l10	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea10	Magea10-l2	l	low expression	0.1618	0.0000	2.0323	2	3	10.3448	-0.3153	0.5428	0.6182
Magea10	Magea10-l3	l	low expression	0.0815	0.0000	2.3631	1	1	3.4483	-0.2000	0.7040	1.0000
Magea10	Magea10-l4	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea10	Magea10-l5	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea10	Magea10-l6	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea10	Magea10-l7	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea10	Magea10-l8	l	low expression	0.0783	0.0000	2.2707	1	1	3.4483	-0.2000	0.7040	1.0000
Magea10	Magea10-l9	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea11	Magea11-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea11	Magea11-l2	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea11	Magea11-l3	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea11	Magea11-l4	l	low expression	0.0626	0.0000	1.8151	1	1	3.4483			1.0000
Magea11	Magea11-l5	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea4	Magea4-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea4	Magea4-l2	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea4	Magea4-l3	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Magea4	Magea4-l4	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mageb16	Mageb16-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mageb3	Mageb3-dl1	dl	low expression	0.1210	0.0000	3.5101	1	1	3.4483	-0.3849	0.4511	1.0000
Mageb3	Mageb3-l1	l	low expression	0.0176	0.0000	0.1389	5	8	27.5862	-0.2629	0.6148	0.2992
Mageb3	Mageb3-l2	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mageb3	Mageb3-l3	l	low expression	0.1317	0.0000	3.8204	1	1	3.4483	-0.0550	0.9176	1.0000
Mageb3	Mageb3-l4	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mageb3	Mageb3-l5	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mageb4	Mageb4-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mageb4	Mageb4-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mageb4	Mageb4-l2	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mageb4	Mageb4-l3	l	low expression	0.0144	0.0000	0.4168	1	1	3.4483	-0.2000	0.7040	1.0000
Mageb4	Mageb4-l4	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mak16	Mak16-dl1	dl	parent correlated	261.0787	268.1512	443.5610	6	29	100.0000	0.9256	0.0081	0.0247
Maoa	Maoa-dl1	dl	parent correlated	886.4923	574.6570	2185.2817	6	29	100.0000	0.8524	0.0311	0.1186
Maoa	Maoa-dl2	dl	parent correlated	1466.1216	910.9272	3612.9135	6	29	100.0000	0.9020	0.0139	0.1168
Mat2a	Mat2a-l1	l	parent correlated	488.0341	508.6874	1111.0787	6	29	100.0000	0.9899	0.0002	0.0647
Mboat7	Mboat7-l1	l	parent correlated	5.0066	2.5653	40.3268	6	28	96.5517	0.8627	0.0270	0.2422
Mdp1	Mdp1-l1	l	parent correlated	49.9929	46.6692	96.9275	6	29	100.0000	0.8988	0.0148	0.0288
Med29	Med29-dl1	dl	parent correlated	1846.5102	2086.2386	2465.6295	6	29	100.0000	0.8126	0.0494	0.0275
Med4	Med4-dl1	dl	parent correlated	313.8714	258.3044	564.9015	6	29	100.0000	0.9900	0.0002	0.0317
Med4	Med4-dl2	dl	parent correlated	67.7709	48.6720	147.3388	6	29	100.0000	0.9523	0.0034	0.0776
Melk	Melk-l1	l	parent correlated	13.4250	3.0329	112.2215	6	25	86.2069	0.9748	0.0009	0.3955
Mfsd13a	Mfsd13a-l1	l	low expression	0.5793	0.3930	1.8299	6	26	89.6552	0.8138	0.0488	0.1038
Mgat1	Mgat1-l1	l	parent correlated	134.7464	148.0336	194.9848	6	29	100.0000	0.9204	0.0093	0.0229
Mgat4c	Mgat4c-l1	l	supported	14.4057	15.7602	23.9797	6	29	100.0000	0.3479	0.4992	0.0587
Mgat4c	Mgat4c-l2	l	low expression	0.0939	0.0000	2.3291	1	3	10.3448	-0.0055	0.9917	1.0000
Mia2	Mia2-l1	l	low expression	0.5837	0.0000	7.1768	4	8	27.5862	0.1666	0.7524	0.3851
Mif	Mif-dl1	dl	parent correlated	456.5384	379.5741	781.6116	6	29	100.0000	0.9928	0.0001	0.0518
Mmgt1	Mmgt1-dl1	dl	supported	318.7032	292.3971	560.2697	6	29	100.0000	0.4581	0.3609	0.0362
Mphosph10	Mphosph10-l1	l	parent correlated	244.2006	229.0777	381.6899	6	29	100.0000	0.9232	0.0086	0.0180
Mreg	Mreg-l1	l	parent correlated	39.0443	37.2656	94.7597	6	29	100.0000	0.8313	0.0403	0.0469
Mrgprx1	Mrgprx1-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Mrgprx1	Mrgprx1-l2	l	low expression	0.9059	0.0000	16.7567	2	4	13.7931	-0.2941	0.5716	0.8072
Mri1	Mri1-dl1	dl	supported	113.4896	107.0320	191.2041	6	29	100.0000	0.3555	0.4892	0.0109
Mroh7	Mroh7-l1	l	low expression	0.2085	0.0650	1.8104	6	18	62.0690	0.2882	0.5796	0.4676
Mrpl11	Mrpl11-l1	l	parent correlated	448.5700	532.1347	820.4018	6	29	100.0000	0.8689	0.0247	0.0538
Mrpl15	Mrpl15-l1	l	parent correlated	325.8935	337.1773	558.7083	6	29	100.0000	0.9808	0.0006	0.0116
Mrpl17	Mrpl17-dl1	dl	supported	48.0198	36.5023	160.6509	6	28	96.5517	-0.4645	0.3533	0.1012
Mrpl3	Mrpl3-l1	l	supported	916.6487	886.4570	1771.6331	6	29	100.0000	0.5742	0.2334	0.0548
Mrpl30	Mrpl30-l1	l	supported	1439.1866	1440.6869	2221.0241	6	29	100.0000	0.7316	0.0984	0.0171
Mrpl36	Mrpl36-dl1	dl	parent correlated	81.0462	66.5581	167.6185	6	28	96.5517	0.9641	0.0019	0.0685
Mrpl41	Mrpl41-l1	l	supported	314.6902	341.6852	595.3297	6	29	100.0000	0.5384	0.2705	0.0434
Mrpl41	Mrpl41-l2	l	supported	292.8494	265.0479	583.1325	6	29	100.0000	0.3769	0.4614	0.0357
Mrpl42	Mrpl42-l1	l	supported	952.1246	725.0328	2859.8332	6	29	100.0000	0.2313	0.6592	0.0897
Mrpl45	Mrpl45-l1	l	supported	330.7634	319.0413	594.1842	6	29	100.0000	0.5547	0.2533	0.0166
Mrpl49	Mrpl49-dl1	dl	parent correlated	244.5533	220.8333	416.9439	6	29	100.0000	0.9928	0.0001	0.0169
Mrpl49	Mrpl49-dl2	dl	supported	72.7057	67.4108	114.2296	6	29	100.0000	0.7663	0.0756	0.0114
Mrpl50	Mrpl50-dl1	dl	parent correlated	35.2624	35.4626	78.1138	6	27	93.1034	0.8168	0.0473	0.0470
Mrpl50	Mrpl50-dl2	dl	supported	12.3485	5.2251	91.6183	6	18	62.0690	-0.7431	0.0905	0.1935
Mrpl50	Mrpl50-dl3	dl	parent correlated	203.5268	184.1745	358.3852	6	29	100.0000	0.9557	0.0029	0.0349
Mrpl55	Mrpl55-l1	l	supported	379.7357	382.1009	494.5654	6	29	100.0000	0.1868	0.7231	0.0057
Mrps15	Mrps15-dl1	dl	parent correlated	377.5719	336.3261	762.5413	6	29	100.0000	0.9508	0.0036	0.0389
Mrps16	Mrps16-l1	l	parent correlated	283.6444	274.1192	450.0660	6	29	100.0000	0.9730	0.0011	0.0154
Mrps18c	Mrps18c-dl1	dl	supported	252.2194	221.7377	547.1368	6	28	96.5517	0.3418	0.5072	0.0510
Mrps18c	Mrps18c-l1	l	supported	222.5820	186.9566	435.6893	6	29	100.0000	0.4048	0.4260	0.0381
Mrps21	Mrps21-dl1	dl	supported	25.7359	23.4993	68.8122	6	26	89.6552	0.7520	0.0847	0.0598
Mrps25	Mrps25-dl1	dl	parent correlated	1515.4443	1498.5983	2424.1682	6	29	100.0000	0.8772	0.0217	0.0177
Mrps25	Mrps25-dl2	dl	supported	9.7619	6.2001	45.9655	6	26	89.6552	0.7111	0.1131	0.0809
Mrps6	Mrps6-dl1	dl	supported	23.1049	14.9565	66.2151	6	24	82.7586	0.5000	0.3125	0.1092
Mrps6	Mrps6-dl2	dl	supported	85.9086	72.5428	221.5616	6	28	96.5517	0.6880	0.1309	0.0773
Mrto4	Mrto4-l1	l	parent correlated	9.6507	8.0956	45.4996	6	26	89.6552	0.9003	0.0144	0.0552
Ms4a2	Ms4a2-l1	l	supported	9.0232	2.3783	49.7770	6	25	86.2069	0.7741	0.0708	0.4820
Ms4a4a	Ms4a4a-dl1	dl	low expression	1.6507	0.4029	9.7557	6	25	86.2069	-0.1517	0.7742	0.3248
Ms4a4d	Ms4a4d-dl1	dl	parent correlated	3.0548	0.6333	23.1023	6	17	58.6207	0.8784	0.0213	0.4786
Msmb	Msmb-l1	l	low expression	2581.6483	0.0000	16829.7276	5	13	44.8276	0.3697	0.4707	0.9899
Msn	Msn-dl1	dl	parent correlated	850.4171	693.5804	2788.7223	6	29	100.0000	0.9815	0.0005	0.2236
Mtap	Mtap-dl1	dl	supported	30.7447	27.6534	66.5025	6	29	100.0000	0.7267	0.1018	0.0324
Mtap	Mtap-dl2	dl	supported	49.9000	45.7261	126.1381	6	29	100.0000	0.7531	0.0839	0.0347
Mtap	Mtap-dl3	dl	supported	37.4780	36.5121	81.8474	6	26	89.6552	0.3537	0.4916	0.0489
Mtrex	Mtrex-dl1	dl	supported	492.8617	410.0504	938.4554	6	29	100.0000	0.6295	0.1804	0.0451
Mx2	Mx2-l1	l	supported	34.7949	26.0565	64.6432	6	29	100.0000	0.7993	0.0564	0.0520
Mycbp	Mycbp-dl1	dl	supported	8.7139	5.9573	38.5053	6	18	62.0690	0.5842	0.2234	0.0794
Mycbp	Mycbp-dl2	dl	supported	14.9820	13.0994	44.3271	6	29	100.0000	0.2537	0.6276	0.0391
Mycbp	Mycbp-l1	l	parent correlated	963.0548	950.1664	1891.2070	6	29	100.0000	0.9046	0.0132	0.0767
Mycbp	Mycbp-l2	l	low expression	2.2823	0.0000	11.8467	5	12	41.3793	0.7139	0.1110	0.1906
Mycbp	Mycbp-l3	l	supported	12.7406	6.7032	52.8158	6	20	68.9655	0.7724	0.0718	0.1572
Mycbp	Mycbp-l4	l	supported	4.6162	2.4059	26.2878	6	17	58.6207	0.4805	0.3348	0.2321
Mycbp	Mycbp-l5	l	parent correlated	345.8166	325.5142	643.0479	6	29	100.0000	0.8704	0.0241	0.0810
Mycbp	Mycbp-l6	l	parent correlated	41.8839	40.0958	154.8034	6	27	93.1034	0.9615	0.0022	0.0825
Myh2	Myh2-l1	l	low expression	229.3661	0.3172	2799.6289	6	21	72.4138	0.9891	0.0002	0.9877
Myl12b	Myl12b-l1	l	parent correlated	587.9810	455.1068	1256.0709	6	29	100.0000	0.9571	0.0027	0.0505
Myl6	Myl6-l1	l	parent correlated	39.2511	32.7420	114.5869	6	28	96.5517	0.9418	0.0050	0.0879
Myl6	Myl6-l2	l	parent correlated	2437.0114	1937.3836	6126.0056	6	29	100.0000	0.8332	0.0394	0.0729
Myl9	Myl9-l1	l	parent correlated	859.8003	402.3611	2312.0610	6	29	100.0000	0.9725	0.0011	0.2041
Naa11	Naa11-l1	l	low expression	0.1389	0.0000	1.8099	5	10	34.4828	0.5271	0.2826	0.4058
Nampt	Nampt-dl1	dl	parent correlated	521.4100	461.5809	948.4084	6	29	100.0000	0.8291	0.0413	0.0277
Nanp	Nanp-l1	l	supported	24.1491	22.1557	55.7074	6	29	100.0000	0.4287	0.3964	0.0242
Napsa	Napsa-dl1	dl	parent correlated	120.6562	5.3105	497.2773	6	26	89.6552	0.9849	0.0003	0.5925
Nasp	Nasp-l1	l	parent correlated	5.8709	5.0791	22.3028	6	28	96.5517	0.9470	0.0041	0.0523
Nat8b	Nat8b-l1	l	supported	96.1046	0.6598	331.1535	6	28	96.5517	0.0362	0.9457	0.5950
Ncbp2	Ncbp2-dl1	dl	supported	71.9244	66.0615	143.7326	6	29	100.0000	0.7938	0.0594	0.0386
Ncr3lg1	Ncr3lg1-l1	l	supported	9.1948	4.2003	94.0522	6	25	86.2069	0.6092	0.1992	0.4743
Ncr3lg1	Ncr3lg1-l2	l	supported	66.0210	63.7050	123.0973	6	29	100.0000	0.7628	0.0777	0.0201
Ndufa10	Ndufa10-l1	l	parent correlated	248.4537	173.3183	689.1693	6	29	100.0000	0.9504	0.0036	0.1202
Ndufa11	Ndufa11-dl1	dl	parent correlated	6122.8904	4826.3333	16545.5811	6	29	100.0000	0.9744	0.0010	0.0956
Ndufa12	Ndufa12-dl1	dl	parent correlated	1779.9727	1442.4977	4932.3686	6	29	100.0000	0.9926	0.0001	0.0923
Ndufa12	Ndufa12-dl2	dl	parent correlated	589.5751	470.3203	1552.2663	6	29	100.0000	0.9906	0.0001	0.0902
Ndufa2	Ndufa2-dl1	dl	parent correlated	1798.7917	1997.0523	3610.7821	6	29	100.0000	0.9570	0.0027	0.0849
Ndufa2	Ndufa2-l1	l	parent correlated	189.1757	195.8360	354.5826	6	29	100.0000	0.9600	0.0024	0.0587
Ndufa2	Ndufa2-l2	l	parent correlated	61.9101	56.8133	143.0515	6	26	89.6552	0.9237	0.0085	0.0962
Ndufa3	Ndufa3-dl1	dl	supported	151.3453	145.1799	405.4820	6	29	100.0000	0.4548	0.3649	0.0786
Ndufa3	Ndufa3-l1	l	supported	1943.5544	1795.7195	4880.8870	6	29	100.0000	0.6517	0.1609	0.0410
Ndufa3	Ndufa3-l2	l	supported	369.4249	322.6991	918.8852	6	29	100.0000	0.4588	0.3601	0.0639
Ndufa4	Ndufa4-dl1	dl	parent correlated	4230.6739	3149.8144	11196.0774	6	29	100.0000	0.9924	0.0001	0.1446
Ndufa4	Ndufa4-dl2	dl	parent correlated	1221.9247	957.6830	3193.1152	6	29	100.0000	0.9906	0.0001	0.1285
Ndufa4	Ndufa4-dl3	dl	parent correlated	14450.4271	11380.9291	40508.8367	6	29	100.0000	0.9933	0.0001	0.1410
Ndufa5	Ndufa5-dl1	dl	parent correlated	236.7212	150.3280	800.5309	6	28	96.5517	0.8949	0.0160	0.1893
Ndufa5	Ndufa5-l1	l	parent correlated	1021.7597	727.1425	2494.3000	6	29	100.0000	0.9937	0.0001	0.1680
Ndufa5	Ndufa5-l2	l	supported	183.0273	124.9138	542.9040	6	28	96.5517	0.6857	0.1327	0.1773
