family	gene_name	gene_id	gene_type	chrom	start	end	strand	length	paralog_type	copy_num
Idi1	Idi1	gene-Idi1	parent	chr13	80197868	80203657	+	5790		
Idi1	Idi1-dl3	gene-Idi1-dl3	paralog_dl	chr7	73896435	73899199	-	2765	dl	3.0
Idi1	Idi1-dl1	gene-Idi1-dl1	paralog_dl	chr22	53406537	53407220	-	684	dl	1.0
Idi1	Idi1-dl2	gene-Idi1-dl2	paralog_dl	chr23	42397	43080	+	684	dl	2.0
Ifi16	Ifi16	gene-Ifi16	parent	chr2	67952542	67986080	-	33539		
Ifi16	Ifi16-l1	gene-Ifi16-l1	paralog_l	chr2	68324484	68339299	-	14816	l	1.0
Ifi27l2	Ifi27l2	gene-Ifi27l2	parent	chr27	40628466	40647295	-	18830		
Ifi27l2	Ifi27l2-l1	gene-Ifi27l2-l1	paralog_l	chr8	94840434	94840820	+	387	l	1.0
Ifit1	Ifit1	gene-Ifit1	parent	chr1	36994418	37009394	+	14977		
Ifit1	Ifit1-l1	gene-Ifit1-l1	paralog_l	chr1	36708911	36717214	-	8304	l	1.0
Ifit1	Ifit1-l2	gene-Ifit1-l2	paralog_l	chr1	36810603	36812723	-	2121	l	2.0
Ifit1	Ifit1-l3	gene-Ifit1-l3	paralog_l	chr1	37057104	37065406	+	8303	l	3.0
Ifitm3	Ifitm3	gene-Ifitm3	parent	chr24	62980355	62981469	+	1115		
Ifitm3	Ifitm3-dl1	gene-Ifitm3-dl1	paralog_dl	chr15	4142755	4143183	-	429	dl	1.0
Ifitm3	Ifitm3-l1	gene-Ifitm3-l1	paralog_l	chr24	62966018	62967176	-	1159	l	1.0
Ifitm3	Ifitm3-dl2	gene-Ifitm3-dl2	paralog_dl	chr24	62990688	62991827	-	1140	dl	2.0
Ifnb1	Ifnb1	gene-Ifnb1	parent	chr9	128097650	128101977	-	4328		
Ifnb1	Ifnb1-dl1	gene-Ifnb1-dl1	paralog_dl	chr9	128171828	128172391	-	564	dl	1.0
Ifng	Ifng	gene-Ifng	parent	chr16	29422928	29426617	+	3690		
Ifng	Ifng-dl1	gene-Ifng-dl1	paralog_dl	chr16	29485663	29489133	+	3471	dl	1.0
Ifnl3	Ifnl3	gene-Ifnl3	parent	chr2	22743704	22745056	+	1353		
Ifnl3	Ifnl3-l1	gene-Ifnl3-l1	paralog_l	chr2	22706666	22708014	-	1349	l	1.0
Ifnl3	Ifnl3-l2	gene-Ifnl3-l2	paralog_l	chr2	22713875	22715366	-	1492	l	2.0
Ifnw1	Ifnw1	gene-Ifnw1	parent	chr14	71031225	71032404	-	1180		
Ifnw1	Ifnw1-l1	gene-Ifnw1-l1	paralog_l	chr14	71060394	71070161	-	9768	l	1.0
Igbp1	Igbp1	gene-Igbp1	parent	chrX	110575297	110602030	-	26734		
Igbp1	Igbp1-dl3	gene-Igbp1-dl3	paralog_dl	chr9	84646262	84647296	+	1035	dl	3.0
Igbp1	Igbp1-dl1	gene-Igbp1-dl1	paralog_dl	chr13	49852875	49853903	+	1029	dl	1.0
Igbp1	Igbp1-dl2	gene-Igbp1-dl2	paralog_dl	chr13	69617881	69619564	-	1684	dl	2.0
Ighv2-5	Ighv2-5	gene-Ighv2-5	parent	chr17	22792181	22792672	-	492		
Ighv2-5	Ighv2-5-dl1	gene-Ighv2-5-dl1	paralog_dl	chr17	22948774	22949297	-	524	dl	1.0
Ik	Ik	gene-Ik	parent	chr3	41159668	41174385	-	14718		
Ik	Ik-dl1	gene-Ik-dl1	paralog_dl	chr3	135496795	135498462	-	1668	dl	1.0
Il13ra1	Il13ra1	gene-Il13ra1	parent	chrX	52928782	52989982	-	61201		
Il13ra1	Il13ra1-l1	gene-Il13ra1-l1	paralog_l	chr8	67364603	67365651	+	1049	l	1.0
Ilf2	Ilf2	gene-Ilf2	parent	chr22	58652546	58660715	+	8170		
Ilf2	Ilf2-l1	gene-Ilf2-l1	paralog_l	chrX	147381623	147383179	-	1557	l	1.0
Immp1l	Immp1l	gene-Immp1l	parent	chr24	60732952	60794412	-	61461		
Immp1l	Immp1l-dl1	gene-Immp1l-dl1	paralog_dl	chr6	87704680	87705060	-	381	dl	1.0
Ino80c	Ino80c	gene-Ino80c	parent	chr10	26550742	26569097	-	18356		
Ino80c	Ino80c-dl3	gene-Ino80c-dl3	paralog_dl	chr3	86200990	86201403	+	414	dl	3.0
Ino80c	Ino80c-dl1	gene-Ino80c-dl1	paralog_dl	chr10	114426135	114426983	+	849	dl	1.0
Ino80c	Ino80c-dl2	gene-Ino80c-dl2	paralog_dl	chr21	9844820	9845724	-	905	dl	2.0
Ipo5	Ipo5	gene-Ipo5	parent	chr7	119083285	119128552	+	45268		
Ipo5	Ipo5-l1	gene-Ipo5-l1	paralog_l	chr3	100239843	100243198	+	3356	l	1.0
Iqcf5	Iqcf5	gene-Iqcf5	parent	chr6	60985480	60994770	-	9291		
Iqcf5	Iqcf5-l1	gene-Iqcf5-l1	paralog_l	chr6	61003852	61005844	-	1993	l	1.0
Isca1	Isca1	gene-Isca1	parent	chr5	111814702	111828548	-	13847		
Isca1	Isca1-dl1	gene-Isca1-dl1	paralog_dl	chr15	41042545	41042934	+	390	dl	1.0
Ist1	Ist1	gene-Ist1	parent	chr1	161489330	161518632	-	29303		
Ist1	Ist1-l1	gene-Ist1-l1	paralog_l	chr21	51904206	51906516	+	2311	l	1.0
Itfg2	Itfg2	gene-Itfg2	parent	chr9	82752533	82773042	+	20510		
Itfg2	Itfg2-dl1	gene-Itfg2-dl1	paralog_dl	chr1	26440232	26442532	-	2301	dl	1.0
Itm2a	Itm2a	gene-Itm2a	parent	chr12	80110021	80111015	-	995		
Itm2a	Itm2a-l2	gene-Itm2a-l2	paralog_l	chrX	99521025	99530908	+	9884	l	2.0
Itm2a	Itm2a-l1	gene-Itm2a-l1	paralog_l	chr22	25017386	25018177	+	792	l	1.0
Itm2b	Itm2b	gene-Itm2b	parent	chr5	76825010	76846735	+	21726		
Itm2b	Itm2b-dl2	gene-Itm2b-dl2	paralog_dl	chrX	141764966	141767281	-	2316	dl	2.0
Itm2b	Itm2b-dl1	gene-Itm2b-dl1	paralog_dl	chr1	59472797	59474507	-	1711	dl	1.0
Itm2b	Itm2b-l1	gene-Itm2b-l1	paralog_l	chr13	103032326	103033445	+	1120	l	1.0
Jpt1	Jpt1	gene-Jpt1	parent	chr18	18454471	18478580	-	24110		
Jpt1	Jpt1-dl1	gene-Jpt1-dl1	paralog_dl	chr6	62685714	62686440	+	727	dl	1.0
Jpt2	Jpt2	gene-Jpt2	parent	chr20	36185742	36202243	+	16502		
Jpt2	Jpt2-dl1	gene-Jpt2-dl1	paralog_dl	chr10	53262860	53263432	+	573	dl	1.0
Jpt2	Jpt2-dl2	gene-Jpt2-dl2	paralog_dl	chr14	104535519	104536091	-	573	dl	2.0
Jrk	Jrk	gene-Jrk	parent	chr26	35290166	35295154	-	4989		
Jrk	Jrk-l1	gene-Jrk-l1	paralog_l	chr1	37392186	37412285	-	20100	l	1.0
Kansl2	Kansl2	gene-Kansl2	parent	chr16	8331682	8352542	+	20861		
Kansl2	Kansl2-l1	gene-Kansl2-l1	paralog_l	chr3	129247389	129249580	+	2192	l	1.0
Katnbl1	Katnbl1	gene-Katnbl1	parent	chr15	100029031	100085030	-	56000		
Katnbl1	Katnbl1-dl1	gene-Katnbl1-dl1	paralog_dl	chr6	446320	447733	-	1414	dl	1.0
Kcmf1	Kcmf1	gene-Kcmf1	parent	chr22	15573343	15604583	-	31241		
Kcmf1	Kcmf1-l1	gene-Kcmf1-l1	paralog_l	chr6	22816873	22818002	-	1130	l	1.0
Kdm4d	Kdm4d	gene-Kdm4d	parent	chr25	17464859	17489008	+	24150		
Kdm4d	Kdm4d-l1	gene-Kdm4d-l1	paralog_l	chr25	17507911	17509893	+	1983	l	1.0
Khdc1	Khdc1	gene-Khdc1	parent	chr7	13933502	13933990	+	489		
Khdc1	Khdc1-l1	gene-Khdc1-l1	paralog_l	chr7	13905884	13906261	-	378	l	1.0
Kif4a	Kif4a	gene-Kif4a	parent	chrX	110248736	110392966	-	144231		
Kif4a	Kif4a-l1	gene-Kif4a-l1	paralog_l	chr8	22190950	22194654	-	3705	l	1.0
Kifbp	Kifbp	gene-Kifbp	parent	chr2	69737815	69741254	+	3440		
Kifbp	Kifbp-dl1	gene-Kifbp-dl1	paralog_dl	chr2	70636646	70638515	-	1870	dl	1.0
Kifbp	Kifbp-dl2	gene-Kifbp-dl2	paralog_dl	chr2	71676362	71679744	-	3383	dl	2.0
Kifbp	Kifbp-dl3	gene-Kifbp-dl3	paralog_dl	chr2	72767743	72771375	-	3633	dl	3.0
Kifbp	Kifbp-dl4	gene-Kifbp-dl4	paralog_dl	chr2	76859572	76861437	-	1866	dl	4.0
Kifbp	Kifbp-dl5	gene-Kifbp-dl5	paralog_dl	chr9	81630209	81632719	+	2511	dl	5.0
Kin	Kin	gene-Kin	parent	chr13	72707745	72747474	-	39730		
Kin	Kin-l1	gene-Kin-l1	paralog_l	chr21	1315109	1317038	+	1930	l	1.0
Klf17	Klf17	gene-Klf17	parent	chr28	23606337	23607188	-	852		
Klf17	Klf17-dl1	gene-Klf17-dl1	paralog_dl	chr1	35382613	35383566	+	954	dl	1.0
Klf17	Klf17-dl2	gene-Klf17-dl2	paralog_dl	chr19	46216239	46218289	+	2051	dl	2.0
Klf5	Klf5	gene-Klf5	parent	chr7	92557008	92579362	+	22355		
Klf5	Klf5-dl1	gene-Klf5-dl1	paralog_dl	chr2	100211955	100213328	-	1374	dl	1.0
Klk4	Klk4	gene-Klk4	parent	chr2	34755120	34758970	+	3851		
Klk4	Klk4-l1	gene-Klk4-l1	paralog_l	chr2	34501978	34508815	-	6838	l	1.0
Klk4	Klk4-dl1	gene-Klk4-dl1	paralog_dl	chr2	34913616	34916526	+	2911	dl	1.0
Klk4	Klk4-l2	gene-Klk4-l2	paralog_l	chr2	34989443	34997690	+	8248	l	2.0
Klk4	Klk4-l3	gene-Klk4-l3	paralog_l	chr2	34997881	35002202	-	4322	l	3.0
Klk4	Klk4-l4	gene-Klk4-l4	paralog_l	chr2	35343416	35346312	-	2897	l	4.0
Klk4	Klk4-l5	gene-Klk4-l5	paralog_l	chr2	35402045	35403608	-	1564	l	5.0
Klk4	Klk4-dl2	gene-Klk4-dl2	paralog_dl	chr2	35535784	35539574	-	3791	dl	2.0
Klk4	Klk4-l6	gene-Klk4-l6	paralog_l	chr2	35573419	35576164	-	2746	l	6.0
Knop1	Knop1	gene-Knop1	parent	chr20	50318531	50331375	+	12845		
Knop1	Knop1-l1	gene-Knop1-l1	paralog_l	chr1	159868049	159869422	+	1374	l	1.0
Kpna2	Kpna2	gene-Kpna2	parent	chr1	133688108	133689299	+	1192		
Kpna2	Kpna2-dl6	gene-Kpna2-dl6	paralog_dl	chrX	99877796	99879511	+	1716	dl	6.0
Kpna2	Kpna2-dl1	gene-Kpna2-dl1	paralog_dl	chr10	81121270	81123129	+	1860	dl	1.0
Kpna2	Kpna2-dl2	gene-Kpna2-dl2	paralog_dl	chr10	87644965	87646916	+	1952	dl	2.0
Kpna2	Kpna2-dl3	gene-Kpna2-dl3	paralog_dl	chr12	49304365	49305960	-	1596	dl	3.0
Kpna2	Kpna2-dl4	gene-Kpna2-dl4	paralog_dl	chr17	30745748	30747629	+	1882	dl	4.0
Kpna2	Kpna2-l1	gene-Kpna2-l1	paralog_l	chr18	8046144	8074570	-	28427	l	1.0
Kpna2	Kpna2-dl5	gene-Kpna2-dl5	paralog_dl	chr22	38074495	38076423	+	1929	dl	5.0
Krcc1	Krcc1	gene-Krcc1	parent	chr22	13979114	13991531	+	12418		
Krcc1	Krcc1-l1	gene-Krcc1-l1	paralog_l	chr3	121907391	121909388	-	1998	l	1.0
Krr1	Krr1	gene-Krr1	parent	chr2	124271150	124322813	-	51664		
Krr1	Krr1-dl1	gene-Krr1-dl1	paralog_dl	chr2	94674530	94675702	-	1173	dl	1.0
Krr1	Krr1-dl2	gene-Krr1-dl2	paralog_dl	chr2	95081353	95082495	+	1143	dl	2.0
Krr1	Krr1-dl3	gene-Krr1-dl3	paralog_dl	chr20	32453204	32454989	-	1786	dl	3.0
Krt18	Krt18	gene-Krt18	parent	chr16	47650737	47654843	-	4107		
Krt18	Krt18-dl1	gene-Krt18-dl1	paralog_dl	chr15	65353503	65354801	+	1299	dl	1.0
Krt18	Krt18-dl2	gene-Krt18-dl2	paralog_dl	chr17	49856271	49857569	-	1299	dl	2.0
Krt18	Krt18-dl3	gene-Krt18-dl3	paralog_dl	chr19	26403003	26404301	-	1299	dl	3.0
Krt18	Krt18-dl4	gene-Krt18-dl4	paralog_dl	chr21	54354227	54355525	+	1299	dl	4.0
Krt6a	Krt6a	gene-Krt6a	parent	chr16	48075074	48079702	+	4629		
Krt6a	Krt6a-l1	gene-Krt6a-l1	paralog_l	chr16	48104022	48108655	+	4634	l	1.0
Krt8	Krt8	gene-Krt8	parent	chr16	47692080	47699978	+	7899		
Krt8	Krt8-l1	gene-Krt8-l1	paralog_l	chr3	116972867	116974144	+	1278	l	1.0
Krt8	Krt8-dl1	gene-Krt8-dl1	paralog_dl	chr17	98524774	98526198	+	1425	dl	1.0
L3mbtl3	L3mbtl3	gene-L3mbtl3	parent	chr18	70181703	70296152	-	114450		
L3mbtl3	L3mbtl3-l1	gene-L3mbtl3-l1	paralog_l	chr12	120032055	120034315	-	2261	l	1.0
Lage3	Lage3	gene-Lage3	parent	chrX	1716438	1717272	+	835		
Lage3	Lage3-l1	gene-Lage3-l1	paralog_l	chrX	1369954	1374495	+	4542	l	1.0
Lage3	Lage3-dl1	gene-Lage3-dl1	paralog_dl	chrX	30072099	30073232	-	1134	dl	1.0
Lair1	Lair1	gene-Lair1	parent	chr2	41552642	41583577	+	30936		
Lair1	Lair1-l1	gene-Lair1-l1	paralog_l	chr2	41317975	41361871	-	43897	l	1.0
Lamtor1	Lamtor1	gene-Lamtor1	parent	chr18	18570762	18571830	-	1069		
Lamtor1	Lamtor1-dl1	gene-Lamtor1-dl1	paralog_dl	chr24	23908731	23916560	+	7830	dl	1.0
Lamtor2	Lamtor2	gene-Lamtor2	parent	chr22	56395550	56400262	-	4713		
Lamtor2	Lamtor2-dl1	gene-Lamtor2-dl1	paralog_dl	chr17	100441797	100442294	-	498	dl	1.0
Lamtor4	Lamtor4	gene-Lamtor4	parent	chr6	32461065	32462343	+	1279		
Lamtor4	Lamtor4-l1	gene-Lamtor4-l1	paralog_l	chr1	156420313	156422094	-	1782	l	1.0
Lamtor5	Lamtor5	gene-Lamtor5	parent	chr21	13522455	13528134	+	5680		
Lamtor5	Lamtor5-l1	gene-Lamtor5-l1	paralog_l	chr18	29089531	29090201	-	671	l	1.0
Lap3	Lap3	gene-Lap3	parent	chr12	47535960	47558318	-	22359		
Lap3	Lap3-l1	gene-Lap3-l1	paralog_l	chr18	55217750	55219648	+	1899	l	1.0
Larp1b	Larp1b	gene-Larp1b	parent	chr23	36414230	36449097	-	34868		
Larp1b	Larp1b-l1	gene-Larp1b-l1	paralog_l	chr23	36324954	36410145	-	85192	l	1.0
Larp7	Larp7	gene-Larp7	parent	chr1	93499047	93522497	-	23451		
Larp7	Larp7-dl5	gene-Larp7-dl5	paralog_dl	chrX	51504001	51505395	+	1395	dl	5.0
Larp7	Larp7-dl1	gene-Larp7-dl1	paralog_dl	chr1	15814635	15815186	-	552	dl	1.0
Larp7	Larp7-dl4	gene-Larp7-dl4	paralog_dl	chr2	87958356	87959257	-	902	dl	4.0
Larp7	Larp7-dl2	gene-Larp7-dl2	paralog_dl	chr16	41417267	41419525	-	2259	dl	2.0
Larp7	Larp7-dl3	gene-Larp7-dl3	paralog_dl	chr17	62111269	62111820	-	552	dl	3.0
Lbp	Lbp	gene-Lbp	parent	chr20	65697783	65731047	+	33265		
Lbp	Lbp-l1	gene-Lbp-l1	paralog_l	chr20	65783234	65806891	+	23658	l	1.0
Lcn2	Lcn2	gene-Lcn2	parent	chr14	104348651	104369021	+	20371		
Lcn2	Lcn2-dl1	gene-Lcn2-dl1	paralog_dl	chr14	104368276	104371640	-	3365	dl	1.0
Lcn2	Lcn2-l1	gene-Lcn2-l1	paralog_l	chr14	104399842	104402858	-	3017	l	1.0
Lcn2	Lcn2-l2	gene-Lcn2-l2	paralog_l	chr14	104419090	104422637	+	3548	l	2.0
Lcn2	Lcn2-l3	gene-Lcn2-l3	paralog_l	chr14	104464851	104468802	-	3952	l	3.0
Lcn2	Lcn2-l4	gene-Lcn2-l4	paralog_l	chr14	105279302	105284091	-	4790	l	4.0
Lcn2	Lcn2-l5	gene-Lcn2-l5	paralog_l	chr14	105331123	105334031	+	2909	l	5.0
Lcn2	Lcn2-l6	gene-Lcn2-l6	paralog_l	chr14	105377495	105386496	-	9002	l	6.0
Lcn2	Lcn2-l7	gene-Lcn2-l7	paralog_l	chr14	105486406	105490713	-	4308	l	7.0
Lcn2	Lcn2-l8	gene-Lcn2-l8	paralog_l	chr14	105530215	105535462	-	5248	l	8.0
Lcn2	Lcn2-l9	gene-Lcn2-l9	paralog_l	chr14	105764334	105812680	+	48347	l	9.0
Lcn2	Lcn2-l10	gene-Lcn2-l10	paralog_l	chr14	105848145	105851275	+	3131	l	10.0
Lcn2	Lcn2-dl2	gene-Lcn2-dl2	paralog_dl	chr14	105891983	105895069	+	3087	dl	2.0
Lcn2	Lcn2-dl3	gene-Lcn2-dl3	paralog_dl	chr14	107221101	107224483	+	3383	dl	3.0
Ldha	Ldha	gene-Ldha	parent	chr24	42146351	42154280	+	7930		
Ldha	Ldha-l1	gene-Ldha-l1	paralog_l	chr24	38648071	38649576	-	1506	l	1.0
Lgals9	Lgals9	gene-Lgals9	parent	chr7	27420083	27434117	+	14035		
Lgals9	Lgals9-l1	gene-Lgals9-l1	paralog_l	chr7	27175701	27186843	-	11143	l	1.0
Lgals9	Lgals9-l2	gene-Lgals9-l2	paralog_l	chr7	27317389	27323411	-	6023	l	2.0
Lgals9b	Lgals9b	gene-Lgals9b	parent	chr7	27127112	27130068	+	2957		
Lgals9b	Lgals9b-l1	gene-Lgals9b-l1	paralog_l	chr7	27209602	27230912	-	21311	l	1.0
Lilra5	Lilra5	gene-Lilra5	parent	chr2	41147423	41150927	-	3505		
Lilra5	Lilra5-l1	gene-Lilra5-l1	paralog_l	chr2	41177334	41182133	-	4800	l	1.0
Lilra5	Lilra5-l2	gene-Lilra5-l2	paralog_l	chr2	41207023	41209829	-	2807	l	2.0
Lilra6	Lilra6	gene-Lilra6	parent	chr2	40584473	40591051	-	6579		
Lilra6	Lilra6-l1	gene-Lilra6-l1	paralog_l	chr2	41993238	41996882	+	3645	l	1.0
Lilra6	Lilra6-l2	gene-Lilra6-l2	paralog_l	chr2	42165186	42182545	+	17360	l	2.0
Lin28a	Lin28a	gene-Lin28a	parent	chr19	18494641	18512266	+	17626		
Lin28a	Lin28a-l1	gene-Lin28a-l1	paralog_l	chr5	128260196	128260835	+	640	l	1.0
Lin28a	Lin28a-dl1	gene-Lin28a-dl1	paralog_dl	chr8	105938389	105939018	-	630	dl	1.0
Llcfc1	Llcfc1	gene-Llcfc1	parent	chr22	68584627	68585908	+	1282		
Llcfc1	Llcfc1-l1	gene-Llcfc1-l1	paralog_l	chr22	68642562	68643811	+	1250	l	1.0
Loxhd1	Loxhd1	gene-Loxhd1	parent	chr10	38165854	38343471	-	177618		
Loxhd1	Loxhd1-l1	gene-Loxhd1-l1	paralog_l	chr26	49433792	49491189	+	57398	l	1.0
Lrpap1	Lrpap1	gene-Lrpap1	parent	chr12	58985620	58997880	+	12261		
Lrpap1	Lrpap1-dl1	gene-Lrpap1-dl1	paralog_dl	chr5	109201529	109203056	+	1528	dl	1.0
Lsm3	Lsm3	gene-Lsm3	parent	chr9	82253524	82263360	+	9837		
Lsm3	Lsm3-dl1	gene-Lsm3-dl1	paralog_dl	chr1	41670879	41671488	-	610	dl	1.0
Lsm3	Lsm3-dl4	gene-Lsm3-dl4	paralog_dl	chr7	95353633	95354341	-	709	dl	4.0
Lsm3	Lsm3-dl2	gene-Lsm3-dl2	paralog_dl	chr17	14826598	14829564	+	2967	dl	2.0
Lsm3	Lsm3-dl3	gene-Lsm3-dl3	paralog_dl	chr26	34163446	34163688	-	243	dl	3.0
Lsm4	Lsm4	gene-Lsm4	parent	chr7	1373114	1374984	-	1871		
Lsm4	Lsm4-dl1	gene-Lsm4-dl1	paralog_dl	chr3	105415915	105421993	-	6079	dl	1.0
Lsm5	Lsm5	gene-Lsm5	parent	chr6	13133434	13138275	-	4842		
Lsm5	Lsm5-l1	gene-Lsm5-l1	paralog_l	chr14	40746188	40746725	+	538	l	1.0
Lsm8	Lsm8	gene-Lsm8	parent	chr5	82776370	82785098	-	8729		
Lsm8	Lsm8-dl1	gene-Lsm8-dl1	paralog_dl	chr23	25636600	25637960	+	1361	dl	1.0
Ly6e	Ly6e	gene-Ly6e	parent	chr26	35909552	35910402	+	851		
Ly6e	Ly6e-l1	gene-Ly6e-l1	paralog_l	chr26	35502354	35505804	-	3451	l	1.0
Lyrm2	Lyrm2	gene-Lyrm2	parent	chr15	18572407	18600047	-	27641		
Lyrm2	Lyrm2-dl1	gene-Lyrm2-dl1	paralog_dl	chr11	8466626	8468603	+	1978	dl	1.0
Lyrm2	Lyrm2-l1	gene-Lyrm2-l1	paralog_l	chr19	33781370	33782356	-	987	l	1.0
Lyrm2	Lyrm2-dl2	gene-Lyrm2-dl2	paralog_dl	chr24	23860444	23860707	+	264	dl	2.0
Lyz	Lyz	gene-Lyz	parent	chr16	28050370	28055565	-	5196		
Lyz	Lyz-l1	gene-Lyz-l1	paralog_l	chr16	28112524	28116929	+	4406	l	1.0
Lyz	Lyz-l2	gene-Lyz-l2	paralog_l	chr16	28154390	28167286	-	12897	l	2.0
Mad2l2	Mad2l2	gene-Mad2l2	parent	chr19	33844977	33872701	+	27725		
Mad2l2	Mad2l2-l1	gene-Mad2l2-l1	paralog_l	chr17	47329098	47330250	+	1153	l	1.0
Magea10	Magea10	gene-Magea10	parent	chrX	3595062	3595832	+	771		
Magea10	Magea10-l1	gene-Magea10-l1	paralog_l	chrX	3634070	3635155	+	1086	l	1.0
Magea10	Magea10-l2	gene-Magea10-l2	paralog_l	chrX	3843458	3844472	-	1015	l	2.0
Magea10	Magea10-l3	gene-Magea10-l3	paralog_l	chrX	4285742	4286482	+	741	l	3.0
Magea10	Magea10-l4	gene-Magea10-l4	paralog_l	chrX	7034315	7035136	+	822	l	4.0
Magea10	Magea10-l5	gene-Magea10-l5	paralog_l	chrX	7257104	7257862	-	759	l	5.0
Magea10	Magea10-l6	gene-Magea10-l6	paralog_l	chrX	7423360	7424118	+	759	l	6.0
Magea10	Magea10-l7	gene-Magea10-l7	paralog_l	chrX	7900603	7901349	+	747	l	7.0
Magea10	Magea10-dl1	gene-Magea10-dl1	paralog_dl	chrX	8050412	8052067	+	1656	dl	1.0
Magea10	Magea10-l8	gene-Magea10-l8	paralog_l	chrX	8527992	8528756	+	765	l	8.0
Magea10	Magea10-l9	gene-Magea10-l9	paralog_l	chrX	19021103	19024768	+	3666	l	9.0
Magea10	Magea10-l10	gene-Magea10-l10	paralog_l	chrX	20226846	20227901	-	1056	l	10.0
Magea11	Magea11	gene-Magea11	parent	chrX	8186677	8187423	+	747		
Magea11	Magea11-l1	gene-Magea11-l1	paralog_l	chrX	7158654	7159415	-	762	l	1.0
Magea11	Magea11-l2	gene-Magea11-l2	paralog_l	chrX	7567046	7567909	-	864	l	2.0
Magea11	Magea11-l3	gene-Magea11-l3	paralog_l	chrX	8274552	8275571	+	1020	l	3.0
Magea11	Magea11-l4	gene-Magea11-l4	paralog_l	chrX	8554017	8554973	+	957	l	4.0
Magea11	Magea11-l5	gene-Magea11-l5	paralog_l	chrX	8573190	8573933	+	744	l	5.0
Magea4	Magea4	gene-Magea4	parent	chrX	6927810	6928817	+	1008		
Magea4	Magea4-l1	gene-Magea4-l1	paralog_l	chrX	7319876	7320832	-	957	l	1.0
Magea4	Magea4-l2	gene-Magea4-l2	paralog_l	chrX	7477649	7478488	-	840	l	2.0
Magea4	Magea4-l3	gene-Magea4-l3	paralog_l	chrX	7630752	7631615	-	864	l	3.0
Magea4	Magea4-l4	gene-Magea4-l4	paralog_l	chrX	7662456	7663472	-	1017	l	4.0
Mageb16	Mageb16	gene-Mageb16	parent	chrX	7723441	7724202	+	762		
Mageb16	Mageb16-l1	gene-Mageb16-l1	paralog_l	chrX	5867224	5867985	-	762	l	1.0
Mageb3	Mageb3	gene-Mageb3	parent	chrX	161952321	161953592	+	1272		
Mageb3	Mageb3-l1	gene-Mageb3-l1	paralog_l	chrX	161965816	162016528	-	50713	l	1.0
Mageb3	Mageb3-l2	gene-Mageb3-l2	paralog_l	chrX	167349521	167350711	-	1191	l	2.0
Mageb3	Mageb3-l3	gene-Mageb3-l3	paralog_l	chrX	167377987	167379090	-	1104	l	3.0
Mageb3	Mageb3-dl1	gene-Mageb3-dl1	paralog_dl	chrX	167420934	167422028	-	1095	dl	1.0
Mageb3	Mageb3-l4	gene-Mageb3-l4	paralog_l	chrX	167785784	167786875	-	1092	l	4.0
Mageb3	Mageb3-l5	gene-Mageb3-l5	paralog_l	chrX	168039442	168040602	+	1161	l	5.0
Mageb4	Mageb4	gene-Mageb4	parent	chrX	15539893	15540936	+	1044		
Mageb4	Mageb4-l1	gene-Mageb4-l1	paralog_l	chrX	161677116	161678310	-	1195	l	1.0
Mageb4	Mageb4-dl1	gene-Mageb4-dl1	paralog_dl	chrX	161742208	161743296	-	1089	dl	1.0
Mageb4	Mageb4-l2	gene-Mageb4-l2	paralog_l	chrX	161876757	161877845	+	1089	l	2.0
Mageb4	Mageb4-l3	gene-Mageb4-l3	paralog_l	chrX	161913179	161917613	+	4435	l	3.0
Mageb4	Mageb4-l4	gene-Mageb4-l4	paralog_l	chrX	162012692	162013717	-	1026	l	4.0
Mak16	Mak16	gene-Mak16	parent	chr5	59615323	59625331	-	10009		
Mak16	Mak16-dl1	gene-Mak16-dl1	paralog_dl	chr19	67892908	67894916	-	2009	dl	1.0
Maoa	Maoa	gene-Maoa	parent	chrX	141290388	141382111	-	91724		
Maoa	Maoa-dl1	gene-Maoa-dl1	paralog_dl	chr18	47391572	47392765	+	1194	dl	1.0
Maoa	Maoa-dl2	gene-Maoa-dl2	paralog_dl	chr20	60704429	60706009	-	1581	dl	2.0
Mat2a	Mat2a	gene-Mat2a	parent	chr22	15161779	15168714	-	6936		
Mat2a	Mat2a-l1	gene-Mat2a-l1	paralog_l	chr7	77151246	77154056	-	2811	l	1.0
Mboat7	Mboat7	gene-Mboat7	parent	chr2	40394733	40404193	-	9461		
Mboat7	Mboat7-l1	gene-Mboat7-l1	paralog_l	chr2	41391413	41402099	-	10687	l	1.0
Mdp1	Mdp1	gene-Mdp1	parent	chr8	44141575	44145429	+	3855		
Mdp1	Mdp1-l1	gene-Mdp1-l1	paralog_l	chr8	44182573	44184933	+	2361	l	1.0
Med29	Med29	gene-Med29	parent	chr2	22876587	22882378	+	5792		
Med29	Med29-dl1	gene-Med29-dl1	paralog_dl	chr2	3255020	3255708	+	689	dl	1.0
Med4	Med4	gene-Med4	parent	chr5	76657518	76677433	-	19916		
Med4	Med4-dl2	gene-Med4-dl2	paralog_dl	chrX	197701051	197702751	+	1701	dl	2.0
Med4	Med4-dl1	gene-Med4-dl1	paralog_dl	chr20	61646637	61648041	-	1405	dl	1.0
Melk	Melk	gene-Melk	parent	chr14	54601188	54713506	-	112319		
Melk	Melk-l1	gene-Melk-l1	paralog_l	chr9	84299050	84299954	-	905	l	1.0
Mfsd13a	Mfsd13a	gene-Mfsd13a	parent	chr28	42462239	42487614	-	25376		
