	Unnamed: 0	Chromosome	source	type	Gene Start	Gene End	score	Strand	phase	attributes	gene	Start	End	overlaps_dup
5904	259452	chr4	Liftoff	gene	14521154	14521224	.	-	.	ID=gene-Trnag-gcc-13;Dbxref=GeneID:111814314;Name=Trnag-gcc-13;origin=liftoff;copy_num_ID=gene-Trnag-gcc-13_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnag-gcc;gene_biotype=tRNA;sequence_ID=1.0	TRNAG-GCC-13	14521153	14521224	True
5905	259455	chr4	Liftoff	gene	14680472	14682755	.	+	.	ID=gene-LOC101581997;Dbxref=GeneID:101581997;Name=LOC101581997;origin=liftoff;copy_num_ID=gene-LOC101581997_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101581997;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	LOC101581997	14680471	14682755	True
5929	259718	chr4	Liftoff	gene	15771402	15785582	.	+	.	ID=gene-LOC101575249;Dbxref=GeneID:101575249;Name=LOC101575249;origin=liftoff;copy_num_ID=gene-LOC101575249_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575249;gene_biotype=protein_coding;sequence_ID=0.985;valid_ORFs=0	LOC101575249	15771401	15785582	True
5930	259730	chr4	Liftoff	gene	15784410	15784516	.	+	.	ID=gene-LOC111815599;Dbxref=GeneID:111815599;Name=LOC111815599;origin=liftoff;copy_num_ID=gene-LOC111815599_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111815599;gene_biotype=snRNA;sequence_ID=1.0	LOC111815599	15784409	15784516	True
5948	260036	chr4	Liftoff	gene	16536465	16537394	.	+	.	ID=gene-LOC101574438;Dbxref=GeneID:101574438;Name=LOC101574438;origin=liftoff;copy_num_ID=gene-LOC101574438_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574438;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC101574438	16536464	16537394	True
5949	260040	chr4	Liftoff	gene	16650501	16651417	.	-	.	ID=gene-Snrpa-l1;Dbxref=GeneID:101578836;Name=Snrpa-l1;origin=rename;copy_num_ID=gene-LOC101578836_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101578836;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=2	SNRPA-L1	16650500	16651417	True
5950	260051	chr4	Liftoff	gene	16770608	16771543	.	-	.	ID=gene-LOC101576021;Dbxref=GeneID:101576021;Name=LOC101576021;origin=liftoff;copy_num_ID=gene-LOC101576021_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576021;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	LOC101576021	16770607	16771543	True
5951	260055	chr4	Liftoff	gene	16836454	16837284	.	-	.	ID=gene-LOC105741448;Dbxref=GeneID:105741448;Name=LOC105741448;origin=liftoff;copy_num_ID=gene-LOC105741448_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105741448;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC105741448	16836453	16837284	True
5958	260099	chr4	Liftoff	gene	17334940	17336642	.	-	.	ID=gene-LOC101583961;Dbxref=GeneID:101583961;Name=LOC101583961;origin=liftoff;copy_num_ID=gene-LOC101583961_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583961;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101583961	17334939	17336642	True
5959	260104	chr4	Liftoff	gene	17385146	17386075	.	+	.	ID=gene-LOC111815166;Dbxref=GeneID:111815166;Name=LOC111815166;origin=liftoff;copy_num_ID=gene-LOC111815166_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111815166;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	LOC111815166	17385145	17386075	True
6068	264609	chr4	Liftoff	gene	34408504	34417054	.	+	.	ID=gene-Apol2;Dbxref=GeneID:101583668;Name=Apol2;origin=rename;copy_num_ID=gene-LOC101583668_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583668;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	APOL2	34408503	34417054	True
6069	264621	chr4	Liftoff	gene	34500404	34508474	.	+	.	ID=gene-Apol3;Dbxref=GeneID:101585607;Name=Apol3;origin=rename;copy_num_ID=gene-LOC101585607_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101585607;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	APOL3	34500403	34508474	True
6070	264629	chr4	Liftoff	gene	34567849	34588295	.	+	.	ID=gene-Apol3-l3;Dbxref=GeneID:101586003;Name=Apol3-l3;origin=rename;copy_num_ID=gene-LOC101586003_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101586003;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	APOL3-L3	34567848	34588295	True
6071	264643	chr4	Liftoff	gene	34595002	34595106	.	-	.	ID=gene-LOC111817631;Dbxref=GeneID:111817631;Name=LOC111817631;origin=liftoff;copy_num_ID=gene-LOC111817631_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111817631;gene_biotype=snoRNA;sequence_ID=0.990	LOC111817631	34595001	34595106	True
6072	264646	chr4	Liftoff	gene	34605072	34618824	.	+	.	ID=gene-Apol3-l4;Dbxref=GeneID:101586806;Name=Apol3-l4;origin=rename;copy_num_ID=gene-LOC101586806_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101586806;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=3	APOL3-L4	34605071	34618824	True
6073	264682	chr4	Liftoff	gene	34630686	34642132	.	-	.	ID=gene-Apol3-l5;Dbxref=GeneID:101587202;Name=Apol3-l5;origin=rename;copy_num_ID=gene-LOC101587202_0;coverage=0.998;extra_copy_number=0;gbkey=Gene;gene=LOC101587202;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	APOL3-L5	34630685	34642132	True
6074	264692	chr4	Liftoff	gene	34756366	34758668	.	-	.	ID=gene-Apol3-l6;Dbxref=GeneID:101589956;Name=Apol3-l6;origin=rename;copy_num_ID=gene-LOC101589956_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101589956;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	APOL3-L6	34756365	34758668	True
6075	264699	chr4	Liftoff	gene	34776761	34867430	.	-	.	ID=gene-Myh9;Dbxref=GeneID:101576503;Name=Myh9;origin=liftoff;copy_num_ID=gene-Myh9_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Myh9;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	MYH9	34776760	34867430	True
6085	265021	chr4	Liftoff	gene	35375867	35399397	.	+	.	ID=gene-Csf2rb;Dbxref=GeneID:101590739;Name=Csf2rb;origin=liftoff;copy_num_ID=gene-Csf2rb_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Csf2rb;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=2	CSF2RB	35375866	35399397	True
6086	265084	chr4	Liftoff	gene	35405616	35419642	.	-	.	ID=gene-Csf2rb-l1;Dbxref=GeneID:101591138;Name=Csf2rb-l1;origin=rename;copy_num_ID=gene-LOC101591138_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101591138;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	CSF2RB-L1	35405615	35419642	True
6209	269690	chr4	Liftoff	gene	40865982	40974750	.	-	.	ID=gene-LOC101583724;Dbxref=GeneID:101583724;Name=LOC101583724;origin=liftoff;copy_num_ID=gene-LOC101583724_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583724;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=1	LOC101583724	40865981	40974750	True
6211	269731	chr4	Liftoff	gene	40915630	40919852	.	+	.	ID=gene-Cyp2d16;Dbxref=GeneID:101589088;Name=Cyp2d16;origin=rename;copy_num_ID=gene-LOC101589088_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101589088;gene_biotype=protein_coding;sequence_ID=0.983;valid_ORFs=1	CYP2D16	40915629	40919852	True
6212	269753	chr4	Liftoff	gene	40931766	40935893	.	-	.	ID=gene-Cyp2d16-l1;Dbxref=GeneID:101589477;Name=Cyp2d16-l1;origin=rename;copy_num_ID=gene-LOC101589477_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101589477;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	CYP2D16-L1	40931765	40935893	True
6213	269775	chr4	Liftoff	gene	40984546	40985088	.	-	.	ID=gene-LOC111814913;Dbxref=GeneID:111814913;Name=LOC111814913;origin=liftoff;copy_num_ID=gene-LOC111814913_0;coverage=1.0;end_range=7377,.;extra_copy_number=0;gbkey=Gene;gene=LOC111814913;gene_biotype=protein_coding;partial=true;sequence_ID=0.994;start_range=.,6835;valid_ORFs=0	LOC111814913	40984545	40985088	True
6214	269781	chr4	Liftoff	gene	40990792	40996824	.	-	.	ID=gene-Cyp2d4-l1;Dbxref=GeneID:101589870;Name=Cyp2d4-l1;origin=rename;copy_num_ID=gene-LOC101589870_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101589870;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	CYP2D4-L1	40990791	40996824	True
6316	275328	chr4	AUGUSTUS	gene	47369578	47386422	.	-	.	ID=gene-Fads2-dl1;Name=Fads2-dl1;origin=de_novo	FADS2-DL1	47369577	47386422	True
6317	275369	chr4	AUGUSTUS	gene	47453963	47454589	.	+	.	ID=gene-Rpl7-dl6;Name=Rpl7-dl6;origin=de_novo	RPL7-DL6	47453962	47454589	True
6385	278208	chr4	Liftoff	gene	48753357	48770281	.	+	.	ID=gene-Fads2;Dbxref=GeneID:101564700;Name=Fads2;origin=liftoff;copy_num_ID=gene-Fads2_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Fads2;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	FADS2	48753356	48770281	True
6386	278236	chr4	Liftoff	gene	48772109	48782643	.	-	.	ID=gene-Fads3;Dbxref=GeneID:101565082;Name=Fads3;origin=liftoff;copy_num_ID=gene-Fads3_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Fads3;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=2	FADS3	48772108	48782643	True
6406	278880	chr4	Liftoff	gene	49378597	49378756	.	-	.	ID=gene-LOC111814197;Dbxref=GeneID:111814197;Name=LOC111814197;origin=liftoff;copy_num_ID=gene-LOC111814197_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814197;gene_biotype=snRNA;sequence_ID=0.993	LOC111814197	49378596	49378756	True
6407	278883	chr4	Liftoff	gene	49411287	49439808	.	-	.	ID=gene-Ms4a12;Dbxref=GeneID:101590061;Name=Ms4a12;origin=rename;copy_num_ID=gene-LOC101590061_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101590061;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=2	MS4A12	49411286	49439808	True
6411	278976	chr4	AUGUSTUS	gene	49550812	49561185	.	-	.	ID=gene-Ms4a4d;Name=Ms4a4d;origin=de_novo	MS4A4D	49550811	49561185	True
6412	278998	chr4	AUGUSTUS	gene	49654890	49672371	.	+	.	ID=gene-Ms4a4a-dl1;Name=Ms4a4a-dl1;origin=de_novo	MS4A4A-DL1	49654889	49672371	True
6413	279017	chr4	Liftoff	gene	49667542	49672321	.	+	.	ID=gene-LOC111814254;Dbxref=GeneID:111814254;Name=LOC111814254;origin=liftoff;copy_num_ID=gene-LOC111814254_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814254;gene_biotype=lncRNA;sequence_ID=0.995	LOC111814254	49667541	49672321	True
6414	279027	chr4	AUGUSTUS	gene	49697727	49700607	.	+	.	ID=gene-Ms4a4d-dl1;Name=Ms4a4d-dl1;origin=de_novo	MS4A4D-DL1	49697726	49700607	True
6439	279468	chr4	Liftoff	gene	51029340	51030269	.	+	.	ID=gene-LOC101568146;Dbxref=GeneID:101568146;Name=LOC101568146;origin=liftoff;copy_num_ID=gene-LOC101568146_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568146;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	LOC101568146	51029339	51030269	True
6440	279472	chr4	Liftoff	gene	51066436	51067365	.	+	.	ID=gene-LOC101567749;Dbxref=GeneID:101567749;Name=LOC101567749;origin=liftoff;copy_num_ID=gene-LOC101567749_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101567749;gene_biotype=protein_coding;sequence_ID=0.986;valid_ORFs=1	LOC101567749	51066435	51067365	True
6441	279476	chr4	Liftoff	gene	51090314	51091243	.	+	.	ID=gene-LOC101567342;Dbxref=GeneID:101567342;Name=LOC101567342;origin=liftoff;copy_num_ID=gene-LOC101567342_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101567342;gene_biotype=protein_coding;sequence_ID=0.989;valid_ORFs=1	LOC101567342	51090313	51091243	True
6454	279583	chr4	Liftoff	gene	51284008	51294251	.	+	.	ID=gene-Dtx4;Dbxref=GeneID:101564967;Name=Dtx4;origin=liftoff;copy_num_ID=gene-Dtx4_0;coverage=0.977;extra_copy_number=0;gbkey=Gene;gene=Dtx4;gene_biotype=protein_coding;sequence_ID=0.966;valid_ORFs=1	DTX4	51284007	51294251	True
6455	279594	chr4	Liftoff	gene	51298077	51300520	.	-	.	ID=gene-Mpeg1;Dbxref=GeneID:101564587;Name=Mpeg1;origin=liftoff;copy_num_ID=gene-Mpeg1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Mpeg1;gene_biotype=protein_coding;sequence_ID=0.987;valid_ORFs=1	MPEG1	51298076	51300520	True
6456	279602	chr4	Liftoff	gene	51344505	51348148	.	-	.	ID=gene-LOC101564181;Dbxref=GeneID:101564181;Name=LOC101564181;origin=liftoff;copy_num_ID=gene-LOC101564181_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101564181;gene_biotype=protein_coding;sequence_ID=0.989;valid_ORFs=1	LOC101564181	51344504	51348148	True
6464	279641	chr4	Liftoff	gene	51618069	51630518	.	-	.	ID=gene-Dtx4-l1;Dbxref=GeneID:101576609;Name=Dtx4-l1;origin=rename;copy_num_ID=gene-LOC101576609_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576609;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=0	DTX4-L1	51618068	51630518	True
6465	279656	chr4	Liftoff	gene	51645113	51652524	.	-	.	ID=gene-Fam111a;Dbxref=GeneID:111813918;Name=Fam111a;origin=rename;copy_num_ID=gene-LOC111813918_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813918;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	FAM111A	51645112	51652524	True
6466	279665	chr4	Liftoff	gene	51660157	51689129	.	-	.	ID=gene-LOC101575808;Dbxref=GeneID:101575808;Name=LOC101575808;origin=liftoff;copy_num_ID=gene-LOC101575808_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575808;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=2	LOC101575808	51660156	51689129	True
6467	279699	chr4	Liftoff	gene	51704132	51709868	.	-	.	ID=gene-LOC101575421;Dbxref=GeneID:101575421;Name=LOC101575421;origin=liftoff;copy_num_ID=gene-LOC101575421_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101575421;gene_biotype=protein_coding;sequence_ID=0.989;valid_ORFs=1	LOC101575421	51704131	51709868	True
6471	279841	chr4	Liftoff	gene	51781128	51782069	.	+	.	ID=gene-LOC101575021;Dbxref=GeneID:101575021;Name=LOC101575021;origin=liftoff;copy_num_ID=gene-LOC101575021_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575021;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	LOC101575021	51781127	51782069	True
6472	279846	chr4	Liftoff	gene	51790473	51791148	.	+	.	ID=gene-Fcf1-l2;Dbxref=GeneID:101568802;Name=Fcf1-l2;origin=rename;copy_num_ID=gene-LOC101568802_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568802;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	FCF1-L2	51790472	51791148	True
6473	279852	chr4	Liftoff	gene	51815797	51816738	.	+	.	ID=gene-LOC101574621;Dbxref=GeneID:101574621;Name=LOC101574621;origin=liftoff;copy_num_ID=gene-LOC101574621_0;coverage=0.998;extra_copy_number=0;gbkey=Gene;gene=LOC101574621;gene_biotype=protein_coding;sequence_ID=0.989;valid_ORFs=0	LOC101574621	51815796	51816738	True
6474	279859	chr4	Liftoff	gene	51877014	51877958	.	+	.	ID=gene-LOC101574223;Dbxref=GeneID:101574223;Name=LOC101574223;origin=liftoff;copy_num_ID=gene-LOC101574223_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574223;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=1	LOC101574223	51877013	51877958	True
6588	281663	chr4	Liftoff	gene	54642933	54649017	.	-	.	ID=gene-LOC101570378;Dbxref=GeneID:101570378;Name=LOC101570378;origin=liftoff;copy_num_ID=gene-LOC101570378_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101570378;gene_biotype=protein_coding;sequence_ID=0.988;valid_ORFs=1	LOC101570378	54642932	54649017	True
6593	281690	chr4	Liftoff	gene	56233817	56234755	.	-	.	ID=gene-LOC101574926;Dbxref=GeneID:101574926;Name=LOC101574926;origin=liftoff;copy_num_ID=gene-LOC101574926_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574926;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	LOC101574926	56233816	56234755	True
6594	281695	chr4	Liftoff	gene	56311717	56312637	.	+	.	ID=gene-LOC101592055;Dbxref=GeneID:101592055;Name=LOC101592055;origin=liftoff;copy_num_ID=gene-LOC101592055_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101592055;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1	LOC101592055	56311716	56312637	True
6606	281749	chr4	Liftoff	gene	57967328	57968293	.	+	.	ID=gene-LOC101575967;Dbxref=GeneID:101575967;Name=LOC101575967;origin=liftoff;copy_num_ID=gene-LOC101575967_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575967;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	LOC101575967	57967327	57968293	True
6607	281753	chr4	Liftoff	gene	57976310	57977251	.	+	.	ID=gene-LOC101576364;Dbxref=GeneID:101576364;Name=LOC101576364;origin=liftoff;copy_num_ID=gene-LOC101576364_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576364;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=1	LOC101576364	57976309	57977251	True
6608	281757	chr4	Liftoff	gene	58036506	58037138	.	+	.	ID=gene-LOC101577176;Dbxref=GeneID:101577176;Name=LOC101577176;origin=liftoff;copy_num_ID=gene-LOC101577176_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101577176;gene_biotype=protein_coding;partial=true;sequence_ID=1.0;start_range=.,270288;valid_ORFs=0	LOC101577176	58036505	58037138	True
6609	281761	chr4	Liftoff	gene	58088903	58089833	.	-	.	ID=gene-LOC101577582;Dbxref=GeneID:101577582;Name=LOC101577582;origin=liftoff;copy_num_ID=gene-LOC101577582_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101577582;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=0	LOC101577582	58088902	58089833	True
6610	281765	chr4	Liftoff	gene	58144869	58145780	.	-	.	ID=gene-LOC101572020;Dbxref=GeneID:101572020;Name=LOC101572020;origin=liftoff;copy_num_ID=gene-LOC101572020_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572020;gene_biotype=protein_coding;sequence_ID=0.990;valid_ORFs=1	LOC101572020	58144868	58145780	True
6611	281769	chr4	Liftoff	gene	58187066	58187989	.	-	.	ID=gene-LOC101576235;Dbxref=GeneID:101576235;Name=LOC101576235;origin=liftoff;copy_num_ID=gene-LOC101576235_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576235;gene_biotype=protein_coding;sequence_ID=0.984;valid_ORFs=1	LOC101576235	58187065	58187989	True
6612	281774	chr4	Liftoff	gene	58441631	58442572	.	-	.	ID=gene-LOC101572158;Dbxref=GeneID:101572158;Name=LOC101572158;origin=liftoff;copy_num_ID=gene-LOC101572158_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572158;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=1	LOC101572158	58441630	58442572	True
6614	281782	chr4	Liftoff	gene	58734648	58735542	.	+	.	ID=gene-LOC101561926;Dbxref=GeneID:101561926;Name=LOC101561926;origin=liftoff;copy_num_ID=gene-LOC101561926_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101561926;gene_biotype=protein_coding;sequence_ID=0.971;valid_ORFs=0	LOC101561926	58734647	58735542	True
6617	281798	chr4	Liftoff	gene	58849480	58850412	.	-	.	ID=gene-LOC101583399;Dbxref=GeneID:101583399;Name=LOC101583399;origin=liftoff;copy_num_ID=gene-LOC101583399_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583399;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1	LOC101583399	58849479	58850412	True
6618	281802	chr4	Liftoff	gene	58901404	58902351	.	-	.	ID=gene-LOC101583793;Dbxref=GeneID:101583793;Name=LOC101583793;origin=liftoff;copy_num_ID=gene-LOC101583793_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583793;gene_biotype=protein_coding;sequence_ID=0.981;valid_ORFs=1	LOC101583793	58901403	58902351	True
6619	281807	chr4	Liftoff	gene	58944934	58945872	.	-	.	ID=gene-LOC101584170;Dbxref=GeneID:101584170;Name=LOC101584170;origin=liftoff;copy_num_ID=gene-LOC101584170_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584170;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC101584170	58944933	58945872	True
6620	281811	chr4	Liftoff	gene	59093602	59094345	.	-	.	ID=gene-LOC101567491;Dbxref=GeneID:101567491;Name=LOC101567491;origin=liftoff;copy_num_ID=gene-LOC101567491_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101567491;gene_biotype=protein_coding;partial=true;sequence_ID=0.994;start_range=.,114231;valid_ORFs=0	LOC101567491	59093601	59094345	True
6621	281815	chr4	Liftoff	gene	59120329	59128994	.	+	.	ID=gene-LOC101568689;Dbxref=GeneID:101568689;Name=LOC101568689;origin=liftoff;copy_num_ID=gene-LOC101568689_0;coverage=0.998;extra_copy_number=0;gbkey=Gene;gene=LOC101568689;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=0	LOC101568689	59120328	59128994	True
6622	281821	chr4	Liftoff	gene	59138578	59138684	.	-	.	ID=gene-LOC111814768;Dbxref=GeneID:111814768;Name=LOC111814768;origin=liftoff;copy_num_ID=gene-LOC111814768_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814768;gene_biotype=snRNA;sequence_ID=0.981	LOC111814768	59138577	59138684	True
6623	281824	chr4	Liftoff	gene	59140976	59141908	.	-	.	ID=gene-LOC101568282;Dbxref=GeneID:101568282;Name=LOC101568282;origin=liftoff;copy_num_ID=gene-LOC101568282_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568282;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	LOC101568282	59140975	59141908	True
6624	281828	chr4	Liftoff	gene	59180024	59180962	.	-	.	ID=gene-LOC101567891;Dbxref=GeneID:101567891;Name=LOC101567891;origin=liftoff;copy_num_ID=gene-LOC101567891_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101567891;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	LOC101567891	59180023	59180962	True
6625	281833	chr4	Liftoff	gene	59260686	59261630	.	-	.	ID=gene-LOC101572948;Dbxref=GeneID:101572948;Name=LOC101572948;origin=liftoff;copy_num_ID=gene-LOC101572948_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572948;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC101572948	59260685	59261630	True
6626	281838	chr4	Liftoff	gene	59326317	59327319	.	-	.	ID=gene-LOC101562612;Dbxref=GeneID:101562612;Name=LOC101562612;origin=liftoff;copy_num_ID=gene-LOC101562612_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101562612;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	LOC101562612	59326316	59327319	True
6627	281843	chr4	Liftoff	gene	59361771	59362697	.	-	.	ID=gene-LOC101563413;Dbxref=GeneID:101563413;Name=LOC101563413;origin=liftoff;copy_num_ID=gene-LOC101563413_0;coverage=0.984;extra_copy_number=0;gbkey=Gene;gene=LOC101563413;gene_biotype=protein_coding;sequence_ID=0.975;valid_ORFs=1	LOC101563413	59361770	59362697	True
