gene	base_gene	Chromosome	gene_start_bed	gene_end_bed	region_start	region_end	region_length	gene_length	tier	is_paralog	num_copies	overlaps_dup	Strand	source
CACNA1I	CACNA1I	chr4	37557982	37642592	37552982	37647592	94610	84610	T3	False	1	True	+	Liftoff
ENTHD1	ENTHD1	chr4	37690025	37819070	37685025	37824070	139045	129045	T3	False	1	True	-	Liftoff
GRAP2	GRAP2	chr4	37876281	37899705	37871281	37904705	33424	23424	T4	False	1	False	+	Liftoff
LOC111817624	LOC111817624	chr4	37910149	37910283	37905149	37915283	10134	134	T4	False	1	False	-	Liftoff
FAM83F	FAM83F	chr4	37917911	37950808	37912911	37955808	42897	32897	T4	False	1	False	+	Liftoff
TNRC6B	TNRC6B	chr4	38025444	38209721	38020444	38214721	194277	184277	T4	False	1	False	+	Liftoff
ADSL	ADSL	chr4	38227174	38250617	38222174	38255617	33443	23443	T4	False	1	False	+	Liftoff
LOC101569753	LOC101569753	chr4	38278733	38280954	38273733	38285954	12221	2221	T3	False	1	True	-	Liftoff
SGSM3	SGSM3	chr4	38290619	38300260	38285619	38305260	19641	9641	T4	False	1	False	+	Liftoff
MKL1	MKL1	chr4	38297821	38394142	38292821	38399142	106321	96321	T4	False	1	False	-	Liftoff
MCHR1	MCHR1	chr4	38538457	38541927	38533457	38546927	13470	3470	T4	False	1	False	+	Liftoff
SLC25A17	SLC25A17	chr4	38625532	38674490	38620532	38679490	58958	48958	T3	False	1	True	-	Liftoff
ST13	ST13	chr4	38678271	38714152	38673271	38719152	45881	35881	T3	False	1	True	-	Liftoff
XPNPEP3	XPNPEP3	chr4	38714527	38798472	38709527	38803472	93945	83945	T3	False	1	True	+	Liftoff
DNAJB7	DNAJB7	chr4	38717555	38719227	38712555	38724227	11672	1672	T4	False	1	False	-	Liftoff
RBX1	RBX1	chr4	38819080	38835974	38814080	38840974	26894	16894	T4	False	1	False	+	Liftoff
EP300	EP300	chr4	38903449	38994269	38898449	38999269	100820	90820	T3	False	3	True	+	AUGUSTUS
EP300-L1	EP300	chr4	39063936	39069868	39058936	39074868	15932	5932	T2	True	3	True	+	Liftoff
EP300-L2	EP300	chr4	39082664	39093641	39077664	39098641	20977	10977	T2	True	3	True	+	Liftoff
L3MBTL2	L3MBTL2	chr4	39096892	39115961	39091892	39120961	29069	19069	T3	False	1	True	+	Liftoff
CHADL	CHADL	chr4	39114223	39123942	39109223	39128942	19719	9719	T3	False	1	True	-	Liftoff
RANGAP1	RANGAP1	chr4	39129618	39162538	39124618	39167538	42920	32920	T4	False	1	False	-	Liftoff
ZC3H7B	ZC3H7B	chr4	39189336	39237912	39184336	39242912	58576	48576	T4	False	1	False	+	Liftoff
TEF	TEF	chr4	39244129	39269932	39239129	39274932	35803	25803	T4	False	1	False	+	Liftoff
TOB2	TOB2	chr4	39291422	39303822	39286422	39308822	22400	12400	T4	False	1	False	-	Liftoff
PHF5A	PHF5A	chr4	39312174	39325199	39307174	39330199	23025	13025	T3	False	1	True	-	Liftoff
ACO2	ACO2	chr4	39325618	39375767	39320618	39380767	60149	50149	T4	False	1	False	+	Liftoff
POLR3H	POLR3H	chr4	39374285	39384692	39369285	39389692	20407	10407	T4	False	1	False	-	Liftoff
CSDC2	CSDC2	chr4	39393818	39405829	39388818	39410829	22011	12011	T4	False	1	False	+	Liftoff
PMM1	PMM1	chr4	39406013	39413221	39401013	39418221	17208	7208	T4	False	1	False	-	Liftoff
DESI1	DESI1	chr4	39421530	39444791	39416530	39449791	33261	23261	T3	False	1	True	-	Liftoff
XRCC6	XRCC6	chr4	39444937	39473801	39439937	39478801	38864	28864	T3	False	1	True	+	Liftoff
SNU13	SNU13	chr4	39476803	39488151	39471803	39493151	21348	11348	T3	False	1	True	-	Liftoff
MEI1	MEI1	chr4	39506796	39579942	39501796	39584942	83146	73146	T4	False	1	False	+	Liftoff
RPL7-DL5	RPL7	chr4	39525060	39525931	39520060	39530931	10871	871	T1	True	8	False	-	AUGUSTUS
CCDC134	CCDC134	chr4	39581218	39599307	39576218	39604307	28089	18089	T4	False	1	False	+	Liftoff
SREBF2	SREBF2	chr4	39602575	39665561	39597575	39670561	72986	62986	T4	False	1	False	+	Liftoff
SHISA8	SHISA8	chr4	39667109	39679139	39662109	39684139	22030	12030	T4	False	1	False	-	Liftoff
TNFRSF13C	TNFRSF13C	chr4	39680237	39681421	39675237	39686421	11184	1184	T4	False	1	False	-	Liftoff
CENPM	CENPM	chr4	39685926	39698164	39680926	39703164	22238	12238	T4	False	1	False	-	Liftoff
LOC111812988	LOC111812988	chr4	39693786	39693915	39688786	39698915	10129	129	T4	False	1	False	-	Liftoff
SMIM45	SMIM45	chr4	39704832	39707638	39699832	39712638	12806	2806	T4	False	1	False	+	gmst
SEPT3	SEPT3	chr4	39720258	39740212	39715258	39745212	29954	19954	T3	False	1	True	+	Liftoff
WBP2NL	WBP2NL	chr4	39741800	39784043	39736800	39789043	52243	42243	T4	False	1	False	+	Liftoff
NAGA	NAGA	chr4	39808980	39817674	39803980	39822674	18694	8694	T4	False	1	False	-	Liftoff
FAM109B	FAM109B	chr4	39822606	39826363	39817606	39831363	13757	3757	T4	False	1	False	+	Liftoff
SMDT1	SMDT1	chr4	39827062	39831783	39822062	39836783	14721	4721	T3	False	1	True	+	Liftoff
NDUFA6	NDUFA6	chr4	39831634	39838484	39826634	39843484	16850	6850	T3	False	2	True	-	Liftoff
LOC111812983	LOC111812983	chr4	39855986	39869125	39850986	39874125	23139	13139	T4	False	1	False	+	Liftoff
CYP2D4	CYP2D4	chr4	39870032	39885158	39865032	39890158	25126	15126	T4	False	2	False	-	Liftoff
LOC101565044	LOC101565044	chr4	39900852	39941969	39895852	39946969	51117	41117	T3	False	1	True	-	Liftoff
LOC111814945	LOC111814945	chr4	40040452	40041237	40035452	40046237	10785	785	T3	False	1	True	-	Liftoff
LOC101583724	LOC101583724	chr4	40865981	40974750	40860981	40979750	118769	108769	T3	False	1	True	-	Liftoff
LOC101582521	LOC101582521	chr4	40870895	40876374	40865895	40881374	15479	5479	T3	False	1	True	-	Liftoff
CYP2D16	CYP2D16	chr4	40915629	40919852	40910629	40924852	14223	4223	T3	False	2	True	+	Liftoff
CYP2D16-L1	CYP2D16	chr4	40931765	40935893	40926765	40940893	14128	4128	T2	True	2	True	-	Liftoff
LOC111814913	LOC111814913	chr4	40984545	40985088	40979545	40990088	10543	543	T3	False	1	True	-	Liftoff
CYP2D4-L1	CYP2D4	chr4	40990791	40996824	40985791	41001824	16033	6033	T2	True	2	True	-	Liftoff
TCF20	TCF20	chr4	41000716	41098442	40995716	41103442	107726	97726	T3	False	1	True	-	Liftoff
COX7B-L1	COX7B	chr4	41072500	41072847	41067500	41077847	10347	347	T2	True	8	True	+	Liftoff
NFAM1	NFAM1	chr4	41187054	41218101	41182054	41223101	41047	31047	T4	False	1	False	-	Liftoff
RRP7A	RRP7A	chr4	41265833	41272176	41260833	41277176	16343	6343	T4	False	1	False	-	Liftoff
POLDIP3	POLDIP3	chr4	41274985	41304324	41269985	41309324	39339	29339	T4	False	1	False	-	Liftoff
LOC111812957	LOC111812957	chr4	41304615	41304765	41299615	41309765	10150	150	T4	False	1	False	+	Liftoff
CYB5R3	CYB5R3	chr4	41307490	41320171	41302490	41325171	22681	12681	T4	False	1	False	-	Liftoff
A4GALT	A4GALT	chr4	41364723	41385834	41359723	41390834	31111	21111	T3	False	1	True	-	Liftoff
LOC111812954	LOC111812954	chr4	41376360	41376492	41371360	41381492	10132	132	T4	False	1	False	-	Liftoff
LOC111812937	LOC111812937	chr4	41377599	41397488	41372599	41402488	29889	19889	T4	False	1	False	+	Liftoff
ARFGAP3	ARFGAP3	chr4	41409088	41437499	41404088	41442499	38411	28411	T3	False	1	True	-	Liftoff
PACSIN2	PACSIN2	chr4	41470677	41573375	41465677	41578375	112698	102698	T3	False	1	True	-	Liftoff
CHCHD6-DL1	CHCHD6	chr4	41506639	41507356	41501639	41512356	10717	717	T2	True	2	True	+	AUGUSTUS
LOC111812958	LOC111812958	chr4	41598326	41598433	41593326	41603433	10107	107	T4	False	1	False	-	Liftoff
TTLL1	TTLL1	chr4	41600169	41616643	41595169	41621643	26474	16474	T4	False	1	False	-	Liftoff
BIK	BIK	chr4	41647617	41650642	41642617	41655642	13025	3025	T4	False	1	False	+	Liftoff
MCAT	MCAT	chr4	41649628	41656795	41644628	41661795	17167	7167	T4	False	1	False	-	Liftoff
TTLL12	TTLL12	chr4	41655346	41688449	41650346	41693449	43103	33103	T4	False	1	False	-	Liftoff
TSPO	TSPO	chr4	41664182	41670775	41659182	41675775	16593	6593	T4	False	1	False	+	Liftoff
SCUBE1	SCUBE1	chr4	41702243	41810285	41697243	41815285	118042	108042	T3	False	1	True	-	Liftoff
MPPED1	MPPED1	chr4	41859421	41925848	41854421	41930848	76427	66427	T3	False	1	True	+	Liftoff
EFCAB6	EFCAB6	chr4	41935795	42174832	41930795	42179832	249037	239037	T4	False	1	False	-	AUGUSTUS
LOC111812939	LOC111812939	chr4	42174788	42182247	42169788	42187247	17459	7459	T4	False	1	False	-	Liftoff
SULT4A1	SULT4A1	chr4	42201414	42221234	42196414	42226234	29820	19820	T4	False	1	False	-	Liftoff
PNPLA5	PNPLA5	chr4	42226035	42234362	42221035	42239362	18327	8327	T4	False	1	False	-	Liftoff
PNPLA3	PNPLA3	chr4	42266832	42284368	42261832	42289368	27536	17536	T4	False	1	False	+	Liftoff
SAMM50	SAMM50	chr4	42288136	42312135	42283136	42317135	33999	23999	T4	False	1	False	+	Liftoff
PARVB	PARVB	chr4	42325284	42403441	42320284	42408441	88157	78157	T4	False	1	False	+	Liftoff
PARVG	PARVG	chr4	42413080	42433698	42408080	42438698	30618	20618	T4	False	1	False	+	Liftoff
SHISAL1	SHISAL1	chr4	42464462	42559888	42459462	42564888	105426	95426	T3	False	1	True	-	Liftoff
RTL6	RTL6	chr4	42607522	42614389	42602522	42619389	16867	6867	T4	False	1	False	-	Liftoff
PRR5	PRR5	chr4	42703314	42742352	42698314	42747352	49038	39038	T4	False	1	False	+	Liftoff
ARHGAP8	ARHGAP8	chr4	42748330	42789951	42743330	42794951	51621	41621	T4	False	1	False	+	Liftoff
LOC111812950	LOC111812950	chr4	42758258	42758361	42753258	42763361	10103	103	T4	False	1	False	-	Liftoff
PHF21B	PHF21B	chr4	42799142	42859067	42794142	42864067	69925	59925	T4	False	1	False	-	Liftoff
NUP50	NUP50	chr4	42951669	42972802	42946669	42977802	31133	21133	T4	False	1	False	+	Liftoff
KIAA0930	KIAA0930	chr4	42977068	42989496	42972068	42994496	22428	12428	T4	False	1	False	-	Liftoff
UPK3A	UPK3A	chr4	43033482	43039658	43028482	43044658	16176	6176	T4	False	1	False	+	Liftoff
FAM118A	FAM118A	chr4	43045656	43065877	43040656	43070877	30221	20221	T4	False	1	False	+	Liftoff
SMC1B	SMC1B	chr4	43064794	43140141	43059794	43145141	85347	75347	T3	False	1	True	-	Liftoff
RIBC2	RIBC2	chr4	43140281	43154735	43135281	43159735	24454	14454	T4	False	1	False	+	Liftoff
FBLN1	FBLN1	chr4	43202142	43264610	43197142	43269610	72468	62468	T3	False	1	True	+	Liftoff
ATXN10	ATXN10	chr4	43302244	43448347	43297244	43453347	156103	146103	T4	False	1	False	+	Liftoff
WNT7B	WNT7B	chr4	43488705	43520143	43483705	43525143	41438	31438	T4	False	1	False	-	Liftoff
LOC111812949	LOC111812949	chr4	43488714	43490166	43483714	43495166	11452	1452	T4	False	1	False	+	Liftoff
LOC111812948	LOC111812948	chr4	43591218	43609383	43586218	43614383	28165	18165	T4	False	1	False	+	Liftoff
PPARA	PPARA	chr4	43633727	43700082	43628727	43705082	76355	66355	T4	False	1	False	+	Liftoff
CDPF1	CDPF1	chr4	43695265	43702336	43690265	43707336	17071	7071	T4	False	1	False	-	Liftoff
PKDREJ	PKDREJ	chr4	43705773	43712221	43700773	43717221	16448	6448	T4	False	1	False	-	Liftoff
TTC38	TTC38	chr4	43718467	43738030	43713467	43743030	29563	19563	T3	False	1	True	+	Liftoff
GTSE1	GTSE1	chr4	43749560	43765605	43744560	43770605	26045	16045	T4	False	1	False	+	Liftoff
TRMU	TRMU	chr4	43768275	43787183	43763275	43792183	28908	18908	T4	False	1	False	+	Liftoff
CELSR1	CELSR1	chr4	43768768	43883347	43763768	43888347	124579	114579	T4	False	1	False	-	Liftoff
GRAMD4	GRAMD4	chr4	43907669	43976580	43902669	43981580	78911	68911	T4	False	1	False	+	Liftoff
LOC111812947	LOC111812947	chr4	43932037	43938109	43927037	43943109	16072	6072	T4	False	1	False	-	Liftoff
LOC111812946	LOC111812946	chr4	43975482	43976458	43970482	43981458	10976	976	T4	False	1	False	-	Liftoff
CERK	CERK	chr4	43980430	44016470	43975430	44021470	46040	36040	T3	False	1	True	-	Liftoff
TBC1D22A	TBC1D22A	chr4	44034883	44359898	44029883	44364898	335015	325015	T3	False	1	True	+	Liftoff
EEF1A1-DL36	EEF1A1	chr4	44884514	44885903	44879514	44890903	11389	1389	T1	True	51	False	+	AUGUSTUS
LOC111812956	LOC111812956	chr4	44910891	44911082	44905891	44916082	10191	191	T4	False	1	False	+	Liftoff
FAM19A5	FAM19A5	chr4	45430370	45528405	45425370	45533405	108035	98035	T3	False	1	True	+	Liftoff
BRD1	BRD1	chr4	46322875	46358458	46317875	46363458	45583	35583	T4	False	1	False	-	Liftoff
ZBED4	ZBED4	chr4	46409766	46414951	46404766	46419951	15185	5185	T3	False	1	True	+	Liftoff
ALG12	ALG12	chr4	46424894	46432280	46419894	46437280	17386	7386	T4	False	1	False	-	Liftoff
CRELD2	CRELD2	chr4	46433607	46440342	46428607	46445342	16735	6735	T4	False	1	False	+	Liftoff
PIM3	PIM3	chr4	46461068	46463963	46456068	46468963	12895	2895	T4	False	1	False	+	Liftoff
TTLL8	TTLL8	chr4	46476662	46509860	46471662	46514860	43198	33198	T4	False	1	False	-	Liftoff
MLC1	MLC1	chr4	46510757	46530917	46505757	46535917	30160	20160	T3	False	1	True	-	Liftoff
MOV10L1	MOV10L1	chr4	46534274	46604406	46529274	46609406	80132	70132	T3	False	1	True	+	Liftoff
PANX2	PANX2	chr4	46609391	46618531	46604391	46623531	19140	9140	T4	False	1	False	+	Liftoff
TRABD	TRABD	chr4	46617258	46629216	46612258	46634216	21958	11958	T4	False	1	False	+	Liftoff
SELENOO	SELENOO	chr4	46628851	46642326	46623851	46647326	23475	13475	T4	False	2	False	+	Liftoff
TUBGCP6	TUBGCP6	chr4	46641240	46667473	46636240	46672473	36233	26233	T4	False	1	False	-	Liftoff
HDAC10	HDAC10	chr4	46667551	46673263	46662551	46678263	15712	5712	T4	False	1	False	-	Liftoff
MAPK12	MAPK12	chr4	46673853	46680931	46668853	46685931	17078	7078	T4	False	1	False	-	Liftoff
MAPK11	MAPK11	chr4	46682514	46688614	46677514	46693614	16100	6100	T4	False	1	False	-	Liftoff
PLXNB2	PLXNB2	chr4	46691171	46717411	46686171	46722411	36240	26240	T4	False	1	False	-	Liftoff
DENND6B	DENND6B	chr4	46718186	46734831	46713186	46739831	26645	16645	T3	False	1	True	-	Liftoff
LOC111812955	LOC111812955	chr4	46739067	46739230	46734067	46744230	10163	163	T3	False	1	True	+	Liftoff
PPP6R2	PPP6R2	chr4	46749876	46844899	46744876	46849899	105023	95023	T3	False	1	True	+	Liftoff
SBF1	SBF1	chr4	46842592	46875115	46837592	46880115	42523	32523	T4	False	1	False	-	Liftoff
ADM2	ADM2	chr4	46880550	46883886	46875550	46888886	13336	3336	T4	False	1	False	+	Liftoff
MIOX	MIOX	chr4	46889662	46891995	46884662	46896995	12333	2333	T4	False	1	False	+	Liftoff
LMF2	LMF2	chr4	46903611	46907558	46898611	46912558	13947	3947	T4	False	1	False	-	Liftoff
NCAPH2	NCAPH2	chr4	46907825	46919178	46902825	46924178	21353	11353	T4	False	1	False	+	Liftoff
SCO2	SCO2	chr4	46919355	46924331	46914355	46929331	14976	4976	T4	False	1	False	-	Liftoff
TYMP	TYMP	chr4	46919355	46924344	46914355	46929344	14989	4989	T4	False	1	False	-	Liftoff
ODF3B	ODF3B	chr4	46924391	46926332	46919391	46931332	11941	1941	T4	False	1	False	-	Liftoff
KLHDC7B	KLHDC7B	chr4	46942632	46946019	46937632	46951019	13387	3387	T4	False	1	False	+	Liftoff
SYCE3	SYCE3	chr4	46947042	47003572	46942042	47008572	66530	56530	T3	False	1	True	-	Liftoff
LOC111816002	LOC111816002	chr4	46995359	46995466	46990359	47000466	10107	107	T4	False	1	False	+	Liftoff
CPT1B	CPT1B	chr4	47009133	47018168	47004133	47023168	19035	9035	T4	False	1	False	-	Liftoff
CHKB	CHKB	chr4	47018335	47022032	47013335	47027032	13697	3697	T4	False	1	False	-	Liftoff
ARSA	ARSA	chr4	47032206	47064301	47027206	47069301	42095	32095	T4	False	1	False	-	Liftoff
MAPK8IP2	MAPK8IP2	chr4	47043886	47053240	47038886	47058240	19354	9354	T4	False	1	False	+	Liftoff
SHANK3	SHANK3	chr4	47085981	47143816	47080981	47148816	67835	57835	T4	False	1	False	+	Liftoff
ACR	ACR	chr4	47150466	47156820	47145466	47161820	16354	6354	T4	False	1	False	+	Liftoff
RABL2B	RABL2B	chr4	47170697	47182438	47165697	47187438	21741	11741	T4	False	1	False	-	Liftoff
RPL23A-DL6	RPL23A	chr4	47190294	47190765	47185294	47195765	10471	471	T1	True	10	False	+	AUGUSTUS
LOC101570492	LOC101570492	chr4	47220221	47288780	47215221	47293780	78559	68559	T3	False	1	True	-	Liftoff
LOC101581742	LOC101581742	chr4	47281087	47281541	47276087	47286541	10454	454	T3	False	1	True	+	Liftoff
FADS2-DL1	FADS2	chr4	47369577	47386422	47364577	47391422	26845	16845	T2	True	2	True	-	AUGUSTUS
RPL7-DL6	RPL7	chr4	47453962	47454589	47448962	47459589	10627	627	T2	True	8	True	+	AUGUSTUS
SLC22A9	SLC22A9	chr4	47491918	47573724	47486918	47578724	91806	81806	T3	False	1	True	+	Liftoff
HRASLS5	HRASLS5	chr4	47635966	47662611	47630966	47667611	36645	26645	T3	False	1	True	-	Liftoff
LGALS12	LGALS12	chr4	47662525	47672535	47657525	47677535	20010	10010	T4	False	1	False	+	Liftoff
LOC111814177	LOC111814177	chr4	47670566	47687014	47665566	47692014	26448	16448	T4	False	1	False	-	Liftoff
SLC22A8	SLC22A8	chr4	47697654	47718193	47692654	47723193	30539	20539	T4	False	1	False	+	Liftoff
SLC22A6	SLC22A6	chr4	47720434	47726552	47715434	47731552	16118	6118	T4	False	1	False	+	Liftoff
CHRM1	CHRM1	chr4	47762109	47770135	47757109	47775135	18026	8026	T4	False	1	False	+	Liftoff
LOC111814178	LOC111814178	chr4	47780958	47791433	47775958	47796433	20475	10475	T4	False	1	False	+	Liftoff
SLC3A2	SLC3A2	chr4	47786722	47804546	47781722	47809546	27824	17824	T4	False	1	False	-	Liftoff
LOC111814181	LOC111814181	chr4	47804674	47807856	47799674	47812856	13182	3182	T4	False	1	False	+	Liftoff
LOC111814190	LOC111814190	chr4	47805179	47805252	47800179	47810252	10073	73	T4	False	1	False	+	Liftoff
LOC111814189	LOC111814189	chr4	47805447	47805517	47800447	47810517	10070	70	T4	False	1	False	+	Liftoff
LOC111814188	LOC111814188	chr4	47805815	47805889	47800815	47810889	10074	74	T4	False	1	False	+	Liftoff
LOC111814187	LOC111814187	chr4	47806644	47806709	47801644	47811709	10065	65	T4	False	1	False	+	Liftoff
LOC111814191	LOC111814191	chr4	47806878	47806952	47801878	47811952	10074	74	T4	False	1	False	+	Liftoff
LOC111814192	LOC111814192	chr4	47807141	47807210	47802141	47812210	10069	69	T4	False	1	False	+	Liftoff
LOC111814193	LOC111814193	chr4	47807525	47807651	47802525	47812651	10126	126	T4	False	1	False	+	Liftoff
LOC111814198	LOC111814198	chr4	47812229	47812420	47807229	47817420	10191	191	T4	False	1	False	+	Liftoff
WDR74	WDR74	chr4	47814683	47820248	47809683	47825248	15565	5565	T4	False	1	False	+	Liftoff
TEX54	TEX54	chr4	47820358	47822560	47815358	47827560	12202	2202	T4	False	1	False	+	AUGUSTUS
STX5	STX5	chr4	47820863	47838521	47815863	47843521	27658	17658	T4	False	1	False	+	Liftoff
NXF1	NXF1	chr4	47842948	47852639	47837948	47857639	19691	9691	T4	False	1	False	+	Liftoff
TMEM223	TMEM223	chr4	47852639	47853901	47847639	47858901	11262	1262	T4	False	1	False	+	Liftoff
TMEM179B	TMEM179B	chr4	47853215	47855571	47848215	47860571	12356	2356	T4	False	1	False	-	Liftoff
TAF6L	TAF6L	chr4	47855368	47868568	47850368	47873568	23200	13200	T4	False	1	False	-	Liftoff
POLR2G	POLR2G	chr4	47873943	47877190	47868943	47882190	13247	3247	T3	False	2	True	-	Liftoff
ZBTB3	ZBTB3	chr4	47881077	47883949	47876077	47888949	12872	2872	T4	False	1	False	+	Liftoff
TTC9C	TTC9C	chr4	47887146	47894759	47882146	47899759	17613	7613	T4	False	1	False	-	Liftoff
HNRNPUL2	HNRNPUL2	chr4	47894604	47908956	47889604	47913956	24352	14352	T4	False	1	False	+	Liftoff
LOC111814196	LOC111814196	chr4	47899004	47899106	47894004	47904106	10102	102	T4	False	1	False	-	Liftoff
BSCL2	BSCL2	chr4	47911238	47920249	47906238	47925249	19011	9011	T4	False	1	False	+	Liftoff
GNG3	GNG3	chr4	47911728	47912649	47906728	47917649	10921	921	T4	False	1	False	-	Liftoff
LRRN4CL	LRRN4CL	chr4	47920778	47922730	47915778	47927730	11952	1952	T4	False	1	False	+	Liftoff
UBXN1	UBXN1	chr4	47927462	47932222	47922462	47937222	14760	4760	T4	False	1	False	+	Liftoff
UQCC3	UQCC3	chr4	47933583	47934411	47928583	47939411	10828	828	T4	False	2	False	-	Liftoff
CSKMT	CSKMT	chr4	47941944	47944192	47936944	47949192	12248	2248	T4	False	1	False	-	Liftoff
LOC111814195	LOC111814195	chr4	47943896	47944044	47938896	47949044	10148	148	T4	False	1	False	-	Liftoff
CUNH11ORF98	CUNH11ORF98	chr4	47944249	47945983	47939249	47950983	11734	1734	T4	False	1	False	+	Liftoff
INTS5	INTS5	chr4	47948920	47954264	47943920	47959264	15344	5344	T4	False	1	False	+	Liftoff
GANAB	GANAB	chr4	47954264	47966870	47949264	47971870	22606	12606	T4	False	1	False	+	Liftoff
B3GAT3	B3GAT3	chr4	47969563	47973138	47964563	47978138	13575	3575	T4	False	1	False	+	Liftoff
ROM1	ROM1	chr4	47970744	47975137	47965744	47980137	14393	4393	T4	False	1	False	-	Liftoff
EML3	EML3	chr4	47975266	47982826	47970266	47987826	17560	7560	T4	False	1	False	+	Liftoff
MTA2	MTA2	chr4	47982826	47990608	47977826	47995608	17782	7782	T4	False	1	False	+	Liftoff
TUT1	TUT1	chr4	47991577	48003702	47986577	48008702	22125	12125	T4	False	1	False	+	Liftoff
EEF1G	EEF1G	chr4	48004279	48017112	47999279	48022112	22833	12833	T3	False	2	True	+	Liftoff
AHNAK	AHNAK	chr4	48023551	48049199	48018551	48054199	35648	25648	T3	False	1	True	+	Liftoff
SCGB1A1	SCGB1A1	chr4	48084661	48087830	48079661	48092830	13169	3169	T4	False	1	False	-	Liftoff
ASRGL1	ASRGL1	chr4	48174296	48184671	48169296	48189671	20375	10375	T3	False	2	True	+	Liftoff
ASRGL1-L1	ASRGL1	chr4	48253549	48267626	48248549	48272626	24077	14077	T2	True	2	True	-	Liftoff
SCGB2A2	SCGB2A2	chr4	48289556	48292227	48284556	48297227	12671	2671	T4	False	1	False	-	Liftoff
VWCE	VWCE	chr4	48346755	48362292	48341755	48367292	25537	15537	T4	False	1	False	-	Liftoff
DDB1	DDB1	chr4	48364449	48387813	48359449	48392813	33364	23364	T4	False	1	False	-	Liftoff
CYB561A3	CYB561A3	chr4	48419015	48427208	48414015	48432208	18193	8193	T4	False	1	False	-	Liftoff
TMEM138	TMEM138	chr4	48427589	48435442	48422589	48440442	17853	7853	T4	False	1	False	+	Liftoff
TMEM216	TMEM216	chr4	48446501	48450645	48441501	48455645	14144	4144	T3	False	1	True	+	Liftoff
CPSF7	CPSF7	chr4	48453492	48477285	48448492	48482285	33793	23793	T3	False	1	True	-	Liftoff
SDHAF2	SDHAF2	chr4	48477345	48490787	48472345	48495787	23442	13442	T4	False	1	False	+	Liftoff
PPP1R32	PPP1R32	chr4	48498382	48504002	48493382	48509002	15620	5620	T4	False	1	False	+	Liftoff
LOC111814179	LOC111814179	chr4	48504401	48508817	48499401	48513817	14416	4416	T4	False	1	False	+	Liftoff
LRRC10B	LRRC10B	chr4	48514749	48516510	48509749	48521510	11761	1761	T4	False	1	False	+	Liftoff
SYT7	SYT7	chr4	48518261	48563614	48513261	48568614	55353	45353	T4	False	1	False	-	Liftoff
